"en_es_DEEP"	"MatConf"
"o El 16 de noviembre de 2014, las fuerzas del régimen lanzaron granadas de mortero contra la mezquita Madera, en Damasco Rural, hiriendo a cuatro civiles y dañando gravemente la mezquita."	1
"No proliferación (29 de marzo de 2006; 22 de marzo de 2011)"	0
"Por esta razón, los rebeldes habían dirigido sus ataques contra instalaciones gubernamentales y habían evitado deliberadamente atacar a las tribus árabes."	1
"Durante el período comprendido entre el 1 y el 10 de octubre de 2014, se denunciaron 20 violaciones del alto el fuego a lo largo de la línea de control y 22 violaciones a lo largo de la frontera de trabajo, que provocaron 12 bajas civiles, 52 civiles heridos y 9 militares heridos en el lado paquistaní."	1
"c) destruya o cause daños importantes a instalaciones públicas, sistemas de transporte o telecomunicaciones, incluidos sistemas de información, plataformas fijas en la plataforma continental, instalaciones de suministro de energía, instalaciones de suministro de agua, instalaciones médicas o cualquier otra importante, lugares o bienes públicos con el objetivo de poner en peligro vidas humanas, la seguridad de una instalación, sistema o lugar, o exponer la propiedad al riesgo de daños importantes,"	1
"El plan de estudios examina cuestiones de derechos humanos que suelen surgir en las distintas etapas del proceso de justicia penal en casos de terrorismo."	0
"Si bien el Consejo de Seguridad ha confirmado que las sanciones financieras también se aplican al suministro de alojamiento de Internet y servicios relacionados, los terroristas y los grupos terroristas pueden hacer un uso extensivo de los servicios de Internet."	1
"Es imposible describir en este informe todos los incidentes de asesinatos que la Comisión ha documentado."	1
"El Sr. Diarra viajó a Yamoussoukro con los Jefes de Estado de la CEDEAO y fue instalado como Primer Ministro en esa ocasión."	0
"Sobre la base de un análisis exhaustivo de la información reunida en el curso de sus investigaciones, la Comisión estableció que el Gobierno del Sudán y los Janjaweed son responsables de graves violaciones del derecho internacional humanitario y de los derechos humanos que constituyen crímenes de derecho internacional."	0
"Todos estos actos de incitación al odio y a la guerra crean tensiones dentro de la comunidad de Costa de Marfil."	1
"Los agentes podrían recibir hasta 233 dólares."	0
"Intentos de exportación de sistemas portátiles de defensa aérea."	0
"La OTAN y la República de Moldavia"	0
"Es razonable suponer que la presencia policial se debe más a razones políticas que a cualquier forma de protección."	1
"b) Contribuir a mejorar las condiciones de seguridad en que se presta la asistencia humanitaria y ayudar al regreso voluntario de los refugiados y los desplazados internos;"	0
"160. Como se describe en los párrafos 89 a 94 supra, el Ministro del Interior armó a civiles, algunos de los cuales presuntamente participaron posteriormente en la comisión de actos criminales."	1
"La UNIOGBIS y el equipo de las Naciones Unidas en el país están apoyando al Gobierno en sus esfuerzos por organizar la mesa redonda."	0
"Decide por la presente, habiendo recibido la solicitud de [el Estado afectado], establecer un tribunal internacional con el único fin de enjuiciar a las personas responsables de genocidio y otras violaciones graves del derecho internacional humanitario cometidas en el territorio [del Estado afectado] y a los ciudadanos [del Estado afectado] responsables de genocidio y otras violaciones de esa índole cometidas en el territorio de Estados vecinos, entre [fechas]."	1
"a) Fortalecer la capacidad de sus regímenes de lucha contra el blanqueo de dinero y la financiación del terrorismo, con especial atención a las unidades de inteligencia financiera, la congelación de fondos y activos de terroristas y la regulación de organizaciones benéficas;"	0
"Aunque el terrorismo no se menciona específicamente como un hecho constante, ciertamente es un área de preocupación, ya que muchos de los factores antes mencionados tienen el potencial de alimentar actos terroristas en la región."	1
"Posteriormente, dos de ellos anunciaron su dimisión del partido."	0
"Total (tres millones novecientos mil dólares)"	0
"Actuando en virtud del Capítulo VII de la Carta de las Naciones Unidas,"	0
"En particular, el párrafo 1 establece que:"	0
"13. En cuanto a la recomendación del Equipo de Vigilancia sobre el pago de rescates a las entidades incluidas en la lista (párr. 60), el Comité desearía referirse al párrafo 5 de la resolución 1904 (2009), en el que el Consejo confirmó que se cumplieron los requisitos establecidos en el párrafo 1 a) de la misma resolución se aplicarán también al pago de rescates a personas, grupos, empresas o entidades de la Lista Consolidada."	0
"En septiembre de 2005, tras una intensa presión pública e internacional, tres oficiales del ejército de Nepal fueron sometidos a un consejo de guerra y condenados a seis meses de prisión por no seguir los procedimientos adecuados al deshacerse del cuerpo de Maina Sunuwar."	1
"Los repetidos ataques contra diplomáticos internacionales en Bengasi y Trípoli demuestran esa presencia."	1
"8. El artículo 12 de la Ley dice lo siguiente:"	0
"La primera es que algunos Estados parecen no haber hecho lo suficiente para garantizar la implementación; el segundo radica en las diversas formas en que los Estados interpretan sus obligaciones, y el tercero se relaciona con el alcance del embargo de armas y su relevancia para la metodología en constante evolución de sus objetivos. A. Aplicación del embargo de armas"	1
"g) Personas o entidades que apoyen a los grupos armados ilegales en la parte oriental de la República Democrática del Congo mediante el comercio ilícito de recursos naturales;"	1
"Otro testimonio destacó las ejecuciones sumarias de personas que supuestamente habían cometido robos en zonas controladas por el MPCI."	1
"44. Se han logrado avances en la esfera de la privatización de empresas de propiedad estatal."	0
"Al 1 de febrero los peticionarios no habían recibido respuesta. El 3 de febrero los peticionarios abandonaron sus cuarteles, dejando atrás sus armas. Se reunieron en Dili y solicitaron una entrevista con el Presidente el 7 de febrero."	0
"Internet ha demostrado ser una valiosa herramienta terrorista debido a los considerables desafíos técnicos y legales que implica monitorear y regular su contenido."	0
"Responsabilizar a las personas o entidades jurídicas por delitos relacionados con la financiación del terrorismo;"	1
"Sin embargo, la capacidad del Estado libanés para ejercer plenamente su autoridad en todo su territorio sigue siendo limitada. Una serie de incidentes de seguridad han puesto de relieve una vez más las amenazas a la seguridad del Líbano que plantean los grupos armados fuera del control del Estado y la proliferación de armas."	0
"Si los residentes intentan abandonar la sitiada Ghouta oriental, los francotiradores del régimen sirio los atacan directamente, lo que provoca decenas de muertes de civiles cada mes."	1
"Las operaciones fueron aprobadas a nivel del Líder Supremo. La gran mayoría de las víctimas fueron desaparecidas forzadamente para conseguir mano de obra y otras habilidades para el Estado."	1
"El Consejo de Seguridad debería reconocer que la lucha contra el extremismo violento es un elemento esencial de la respuesta de la comunidad internacional a esta amenaza."	0
"Según estas fuentes, la violación de víctimas individuales era a menudo múltiple, llevada a cabo por más de un hombre y acompañada de otras formas graves de violencia, como palizas y azotes."	1
"La Misión adquirió equipo especializado (ambulancias blindadas, vehículos protegidos contra minas y botiquines médicos), capacitó a 3.063 efectivos en prevención y mitigación con respecto a dispositivos explosivos improvisados ​​y a 1.481 efectivos en primeros auxilios, introdujo actividades de tutoría para las dos compañías de eliminación de artefactos explosivos de la Misión con exposición previa limitada a entornos asimétricos y desarrolló su capacidad de explotación (actualmente hay tres equipos de identificación de armas en funcionamiento)."	1
"Consciente de la exigencia del pueblo libanés de que se identifique y se haga rendir cuentas a todos los responsables del atentado terrorista que mató al ex Primer Ministro libanés Rafiq Hariri y a otras personas,"	1
"Que se celebrará el lunes 4 de agosto de 2003, a las 12.10 horas"	0
"Por ejemplo, la célula de Al Qaeda que llevó a cabo los atentados de noviembre de 2003 en Estambul planeó originalmente alquilar una cantera de piedra para obtener dinamita legalmente, aunque luego abandonó este plan y utilizó en su lugar explosivos improvisados."	1
"o El 8 de noviembre de 2014, las fuerzas del régimen atacaron la ciudad de Sheikh Miskeen y mataron a cinco personas, entre ellas dos niños y dos mujeres."	1
"▪ Samira Ahmad al-Sahli, enfermera de 53 años del campo de Yarmouk, que fue arrestada por las fuerzas del régimen sirio el 11 de junio de 2014 debido a su trabajo médico. Su familia se enteró de que fue torturada hasta la muerte dentro de los centros de detención del régimen el 8 de noviembre de 2014."	1
"En Darfur septentrional, que registra el número más bajo de los tres estados de Darfur, se estima que hay 685.200 personas afectadas por el conflicto, de las cuales 403.000 son desplazados internos."	1
"Contrariamente a los persistentes rumores, no hay pruebas de que oficiales de la PNTL, incluidos los armados y uniformados por las F-FDTL, estuvieran involucrados en el tiroteo."	1
"Eritrea ha estado organizando, entrenando y luego enviando a Etiopía todo tipo de gánsteres y elementos terroristas para causar estragos en nuestro país e inestabilidad política."	1
"Prueba de ello es el hecho de que el Comité de Seguimiento de la Aplicación del Acuerdo todavía no puede reunirse en Bujumbura por este motivo;"	0
"El PNUD y sus socios implementadores han hecho arreglos para brindar servicios de reintegración a otros 7.219 excombatientes, una vez desmovilizados."	0
"Las mujeres estuvieron retenidas durante tres meses por los Janjaweed y algunas de ellas quedaron embarazadas como resultado de una violación durante su confinamiento."	1
"\"El Consejo de Seguridad también reitera su llamamiento a todas las partes enumeradas en los anexos del informe del Secretario General sobre los niños y los conflictos armados para que aborden todas las demás violaciones y abusos cometidos contra los niños y asuman compromisos y adopten medidas específicos a ese respecto."	1
"Otras tendencias incluyen el uso cada vez mayor de identificaciones falsas para obtener documentos de viaje legítimos y seguros, el mayor uso de Internet y otras tecnologías de comunicación (ya sea para incitar a actos terroristas o atraer nuevos reclutas) y el fenómeno emergente de terroristas que actúan solos o en pequeños grupos. células."	1
"La \"campaña electoral\" se desarrolló en el marco de la reapertura de una conexión ferroviaria entre Moscú y Sojumi, después de 12 años de funcionamiento disfuncional."	0
"(f) Compra o venta en efectivo de moneda extranjera;"	0
"Expresando el deseo de unificar sus fuerzas y promover la armonía intercomunitaria dentro de todos los componentes de la sociedad del Azawad;"	0
"Asimismo, al margen de la primera Convención Islámica Somalí en Bélgica los días 27 y 28 de junio de 2009, los partidarios de Hizbul Islam organizaron una campaña de recaudación de fondos, que recaudó más de 25.000 euros para la organización."	0
"A. Reclutamiento y utilización de niños por las fuerzas y grupos armados 14. El Equipo de Tareas de Nepal para los niños y los conflictos armados, creado en virtud de la resolución 1612 (2005) del Consejo de Seguridad, supervisó el reclutamiento de niños por el ejército maoísta y organizaciones afiliadas al PCN-M durante la campaña de reclutamiento posterior al alto el fuego que alcanzó su mayor intensidad en noviembre de 2006."	1
"520. No se debe descartar la posibilidad de que en algunos casos individuos individuales, incluidos funcionarios gubernamentales, puedan tener una intención genocida o, en otras palabras, atacar a las víctimas con la intención específica de aniquilar, en parte, a un grupo percibido como hostil. grupo étnico."	1
"Varios Estados aún no han aplicado procedimientos para identificar y congelar los activos terroristas sin demora."	1
"Subrayando la obligación impuesta a todos los Estados Miembros de aplicar plenamente la resolución 1373 (2001), incluso con respecto a cualquier miembro de los talibanes y la organización Al-Qaida, y a cualquier persona, grupo, empresa y entidad asociada con los talibanes y la organización Al-Qaida, que han participado en la financiación, planificación, facilitación y preparación o perpetración de actos terroristas o en el apoyo a actos terroristas, así como para facilitar el cumplimiento de obligaciones antiterroristas de conformidad con las resoluciones pertinentes del Consejo de Seguridad,"	0
"Se agregarían asesores adicionales dentro del límite autorizado para apoyar los esfuerzos de reforma del servicio nacional de inmigración."	0
"Estas tropas están ligeramente armadas, tienen poca movilidad terrestre, carecen de capacidad aérea y reciben un apoyo logístico y financiero mínimo."	1
"El Sr. Isaac estaba armado con un arma Steyr y al menos tres hombres armados con armas semiautomáticas Steyr y FN-FNC estaban presentes."	1
"El Sr. Beyani también pidió al Consejo que no pierda de vista el importante papel que las mujeres desplazadas internas pueden desempeñar en la negociación de la paz, la garantía de sus derechos humanos y la consecución del desarrollo en situaciones posteriores a los conflictos."	0
"66. La gran mayoría de los secuestros y desapariciones forzadas están relacionados con la Guerra de Corea y el movimiento organizado de personas de etnia coreana procedentes del Japón que comenzó en 1959."	1
"15. Decide seguir ocupándose del asunto."	0
"El PCN-M con frecuencia atacó y reclutó a muchas niñas, muchas de las cuales se unieron para escapar de las restricciones tradicionales sobre sus vidas."	1
"Estados Unidos de América: proyecto de resolución"	0
"17. La economía de Guinea-Bissau se encuentra en una situación desesperada."	0
"La Unión Europea está gravemente preocupada por el actual ciclo de violencia de represalia en Israel y los territorios ocupados."	0
"97. Se ha observado que en algunos casos, debido a la urgencia percibida y la particularidad de las amenazas terroristas, las investigaciones y respuestas antiterroristas llevadas a cabo por las fuerzas de seguridad y de orden público nacionales pueden haber estado desvinculadas de las consideraciones de derechos humanos en comparación con las situaciones normales de vigilancia policial penal, lo que ha dado lugar a importantes lagunas."	1
"Decide que las medidas mencionadas en el párrafo [pertinente] ... supra [prohibición de viajar y congelación de activos] se aplicarán a las siguientes personas y, según corresponda, entidades designadas por el Comité: ... e) Personas o entidades que operan en [el país afectado] y cometen violaciones graves que implican atacar a... mujeres en situaciones de conflicto armado, incluidos asesinatos y mutilaciones, violencia sexual, secuestros y desplazamientos forzados;"	1
"En primer lugar, había más de un millón de desplazados internos en Darfur (1,65 millones según las Naciones Unidas) y más de 200.000 refugiados de Darfur en el vecino Chad, al este del Sudán."	1
"El 12 de noviembre, el Consejo aprobó por unanimidad la resolución 2184 (2014), en la que renovó por 12 meses más la autorización a los Estados y organizaciones regionales para combatir la piratería frente a las costas de Somalia. La resolución destacó la necesidad de una respuesta integral a la piratería, que incluya abordar sus causas subyacentes; pidió la liberación inmediata e incondicional de todos los rehenes en poder de piratas somalíes; e instó a los Estados a garantizar que las actividades de lucha contra la piratería tuvieran en cuenta la necesidad de proteger a las mujeres y las niñas, en particular, de la explotación."	0
"Más tarde, ese mismo día, una acción militar en la base aérea de la FACI en el aeropuerto internacional de Abidján tuvo como resultado la destrucción de los otros dos Su-25, dos helicópteros Mi-24V y un UAV."	1
"Desde el punto de vista del derecho penal internacional, estas violaciones del derecho internacional humanitario constituyen sin duda crímenes de guerra a gran escala."	1
"Como se menciona en el informe del Secretario General sobre la situación en Abjasia (Georgia) (S/2005/657), de fecha 19 de octubre de 2005, desde el verano pasado se han producido algunos avances positivos en el proceso de solución del conflicto en esa región."	0
"(Resolución de la Cumbre 534, 22º período ordinario de sesiones - 28 de marzo de 2010)"	0
"144. Si bien reconoce que el Jefe de las Fuerzas de Defensa se enfrentó a una huelga masiva de personal y la necesidad de mantener la disciplina de la fuerza, la Comisión observa importantes discrepancias entre las medidas adoptadas por él y los procedimientos exigidos por la ley. El Jefe de las Fuerzas de Defensa hizo un anuncio público el 16 de marzo de que los peticionarios serían considerados civiles a partir del 1 de marzo. Las Fuerzas de Defensa habían encargado asesoramiento jurídico al asesor jurídico del Consejo de Ministros designado internacionalmente. No había ningún asesor jurídico ni en las F-FDTL ni en el Ministerio."	0
"31. El Sr. Abouyasha dio el siguiente relato:"	0
"Este fue otro ejemplo de ataque conjunto planificado y organizado por las fuerzas del Gobierno y los Janjaweed, durante el cual se cometieron matanzas en masa y ejecuciones sumarias."	1
"Uno de los soldados agarró al niño y lo arrojó al costado de la carretera."	1
"Los soldados estaban a punto de terminar de violar a las cinco mujeres, cuando el segundo grupo de mujeres que fueron a El Fashir a vender madera llegó al mismo lugar."	1
"La aplicación continua e inadecuada de las medidas de sanciones del Consejo de Seguridad restringe los derechos fundamentales a la propiedad y a la circulación sin ningún fundamento o justificación jurídica."	1
"Sin embargo, la situación siguió siendo precaria para muchos otros, con una escalada en la gravedad -si no en la frecuencia- de los ataques por motivos étnicos."	1
"96. Los Estados de la subregión de Asia occidental han sufrido un gran número de ataques terroristas. Han adoptado importantes medidas correctivas, incluido el fortalecimiento de su legislación antiterrorista."	1
"En la resolución 22/13, el Consejo encargó a la comisión que investigara las violaciones sistemáticas, generalizadas y graves de los derechos humanos en el Estado, con miras a garantizar la plena rendición de cuentas, en particular, por violaciones que pudieran constituir crímenes de lesa humanidad."	0
"o El 27 de noviembre de 2014, aviones de combate del régimen atacaron la escuela Dar al-Salam en la ciudad de Raqqa y destruyeron parcialmente uno de los edificios escolares."	1
"Recordando en este contexto que el asesinato de miembros de un grupo étnico con la intención de destruirlo, total o parcialmente, constituye un delito punible con arreglo al derecho internacional,"	1
"Además, hay pruebas de que se está iniciando la revegetación natural en estas zonas."	0
"126. La Comisión desea subrayar que, si se determina que el Gobierno utilizó las milicias como \"táctica de guerra\", incluso en los casos en que los Janjaweed hayan actuado sin pruebas de apoyo del Gobierno, los funcionarios del Gobierno pueden incurrir en responsabilidad penal por actos conjuntos. empresa criminal para participar en ataques indiscriminados contra civiles y asesinatos de civiles."	1
"Hungría (Ley de Ratificación 7 de 1983)"	0
"Recordando también su solicitud al Secretario General de que reuniera información sobre la responsabilidad por el trágico incidente que tuvo como resultado la muerte de los Presidentes de Rwanda y Burundi,"	1
"450. Varias deficiencias graves impiden que el sistema de justicia del Sudán actúe con rapidez y de manera adecuada para abordar los abusos."	1
"11. En primer lugar, las armas disponibles en BAM durante la primera parte del período del mandato se vieron afectadas por las actividades de vigilancia de las fuerzas navales extranjeras que operaban en el Golfo de Adén."	1
"El Reino Unido ha creado un grupo de trabajo sobre justicia penal que ha capacitado a operadores judiciales para entender en casos de lucha contra las drogas en Kabul; se han presentado 65 casos que dieron lugar a 15 condenas y sentencias que van de tres a nueve años."	1
":: UNICEF prestó servicios de apoyo psicosocial esencial a 12.385 niños a través de asociados en las provincias de Hama, Quneitra, Alepo, Tartous, Homs, Ladhiqiyah y Damasco. Esto incluyó apoyo a 1.437 niños en Al Waer, una zona de difícil acceso en la gobernación de Homs, a través de una nueva ONG local asociada."	0
"También es un hecho conocido que Zambia ha desempeñado un papel fundamental en la liberación del África meridional, incluida la de Angola."	0
"12. La Dirección Ejecutiva fortalecerá su colaboración con organizaciones internacionales, regionales y subregionales en todas partes del mundo para ayudarlas a preparar y/o implementar planes de acción antiterroristas pertinentes e involucrarlas más directamente en el tratamiento de los problemas de los Estados. necesidades de creación de capacidad, identificadas por el Comité a través de las evaluaciones preliminares de la implementación y las visitas a los países."	0
"Que se celebrará el jueves 10 de julio de 2014, a las 10.00 horas"	0
"Realizar investigaciones para identificar los determinantes de las diferencias de género en los mecanismos de alerta temprana y desarrollar indicadores en consecuencia."	0
"6. Decide seguir ocupándose del asunto."	0
"La víctima afirmó que conocía a 19 de las mujeres que fueron violadas pero que eran muchas más. Ella creía que eran alrededor de 50 en total."	1
"Los datos recopilados fueron posteriormente fusionados y analizados por la Unidad de Fusión de Información de Todas las Fuentes. La Unidad también comenzó a capacitar a unidades de infantería en materia de concienciación y procedimientos de intercambio de información para mejorar el flujo de información dentro de la fuerza de la MINUSMA."	0
"La capacidad para congelar fondos y activos vinculados al terrorismo es en su mayoría inadecuada y limitada en todos los Estados."	0
"Esos activos consisten en gran parte en material de defensa de campaña, como gaviones y alambre de concertina."	0
"9. Expresaron su sincero agradecimiento a la República Islámica del Irán por los excelentes arreglos y la generosa hospitalidad que aseguraron el éxito de su primera conferencia."	0
"El informe incluía una descripción sombría de la situación en la región, caracterizada por más actos de violencia y terrorismo."	1
"\"El Consejo de Seguridad reitera la necesidad de aumentar la cooperación actual entre los comités con mandatos de lucha contra el terrorismo establecidos en virtud de las resoluciones 1267 (1999) y 1989 (2011), 1988 (2011), 1373 (2001) y 1540 (2004) y sus respectivos grupos. de expertos."	0
"Reafirmando su compromiso con la solución política de los conflictos en la ex Yugoslavia, preservando la soberanía y la integridad territorial de todos los Estados de allí dentro de sus fronteras internacionalmente reconocidas,"	0
"Los agentes de la UIR del este se vieron obligados a refugiarse en el edificio de la administración del distrito. Luego el edificio fue rodeado por la multitud. Armados con cuchillos, palos, machetes y piedras, la multitud comenzó a gritar amenazas de muerte contra los agentes de la UIR oriental."	1
"El Frente POLISARIO, que expresa su agradecimiento a las Naciones Unidas, a su Secretario General y a su Enviado Personal, ha examinado detenidamente esta propuesta."	0
"También hay denuncias generalizadas y confirmadas de que algunos miembros de los Janjaweed han sido incorporados a la policía."	1
"Esto es evidente en los grupos que luchan en Somalia, el Yemen, la República Árabe Siria y Nigeria."	1
":: Irregularidades entre Ordan Ltd. y Elite Africa Ltd.;"	0
"La terminal de frutas está al lado de la terminal militar en una parte aislada del puerto marítimo, por lo que allí se descargan equipos de tipo militar."	1
"n-Butilferroceno (CAS 31904-29-7);"	0
"Como vimos en Malí, esto puede dejar al Estado vulnerable al inicio de un conflicto civil."	1
"No era una tarea fácil operar en ese entorno, pero la FNUOS había evolucionado como misión y había ajustado sus operaciones para hacer frente a los desafíos que presentaba el entorno de conflictos internos y enfrentamientos que recientemente habían aumentado en intensidad y gravedad."	1
"14. Invita al Secretario General a señalar a su atención situaciones en las que los refugiados y los desplazados internos son vulnerables a la amenaza de acoso o en las que sus campamentos son vulnerables a la infiltración de elementos armados y en las que esas situaciones pueden constituir una amenaza a la paz y la seguridad internacionales , expresa, a este respecto, su voluntad de considerar tales situaciones y, cuando sea necesario, adoptar medidas adecuadas para ayudar a crear un entorno seguro para los civiles en peligro por los conflictos, incluso proporcionando apoyo a los Estados interesados ​​a este respecto, y recuerda, a este respecto , su resolución 1208 (1998), de 19 de noviembre de 1998;"	1
"11. Del 29 de abril al 2 de mayo, el MNLA celebró su congreso en Kidal."	0
"Entre ellas figuraban emboscadas, así como ataques asimétricos y con cohetes contra los bienes y el personal de la Misión Multidimensional Integrada de Estabilización de las Naciones Unidas en Malí (MINUSMA)."	1
"Por ejemplo, Burkina Faso concede importancia a la lucha contra el extremismo violento y está trabajando para contrarrestar los intentos de reclutar terroristas."	1
"43. La situación en Guinea-Bissau (6 de noviembre de 1998; 26 de marzo de 2008)."	0
"Documentos de identidad y viaje: emisión, control y detección de fraude"	0
"73. La situación en Georgia (8 de octubre de 1992; 15 de junio de 2009)."	0
"Han surgido procesamientos y condenas a partir de ROS, pero no se dispone de datos que permitan producir cifras."	0
"\"El Consejo de Seguridad reafirma la importancia del principio de no devolución, el derecho de los refugiados a regresar voluntariamente a Siria y alienta a los países vecinos de Siria a proteger a todas las personas que huyen de la violencia en Siria, incluidos los palestinos."	0
"Según la Red Siria por los Derechos Humanos, en noviembre el régimen sirio mató a seis activistas de los medios de comunicación, incluido uno que murió bajo tortura en un centro de detención del régimen sirio, e hirió a otros cinco."	1
"La misión fue testigo de una espiral ascendente de violencia, en medio de la cual los extremistas atacaron directamente a las fuerzas de paz."	1
"Esto es particularmente cierto en el caso de aquellas personas que firmaron y luego devolvieron armas de las F-FDTL."	0
"La eficacia de la congelación de activos se puede mejorar conectando mejor a quienes entienden los casos actuales (como las agencias policiales y de inteligencia) con las unidades de inteligencia financiera."	1
"El embargo de armas incluye \"armas y material conexo de todo tipo, incluidas armas y municiones, vehículos y equipos militares, equipos paramilitares y repuestos para todos ellos\"."	1
"Siguieron recibiéndose informes de violaciones de derechos humanos, muchas de ellas asociadas con elementos no capacitados integrados en las FARDC del Congreso Nacional para la Defensa del Pueblo (CNDP) y grupos armados."	1
"Varios testigos han declarado que se utilizaron términos abusivos e insultantes contra los detenidos, a quienes a menudo se les llamaba \"esclavos\"."	1
"15. Durante todo el período que abarca el informe, la situación de seguridad en Ituri siguió siendo tensa debido a que los restos de las milicias siguieron cometiendo violaciones de los derechos humanos contra la población local en zonas donde no estaban presentes la MONUC ni las FARDC."	1
"Creación urgente de una estación de radio de las Naciones Unidas y mejora de las actividades de información, medios de comunicación, educación y capacitación de las Naciones Unidas en Côte d'Ivoire, especialmente sobre cuestiones relacionadas con los derechos humanos, a fin de fomentar un clima de respeto mutuo y tolerancia entre todas las comunidades grupos en el país;"	0
"Hubo un breve intercambio de opiniones, durante el cual un miembro del Consejo expuso sus opiniones sobre la FNUOS y un país que aporta contingentes formuló algunas preguntas al Departamento de Operaciones de Mantenimiento de la Paz."	0
"d) Impedir que quienes financian, planifican, facilitan o cometen actos terroristas utilicen sus respectivos territorios con esos fines contra otros Estados o sus ciudadanos;"	1
"Entre ellos se incluyen marinos de Asia, África, Oriente Medio y Europa, así como turistas de Europa occidental."	0
"Varias operaciones de paz recientes han incorporado el análisis de la delincuencia transfronteriza en la planificación de sus misiones y en sus estructuras conjuntas de análisis de misiones, en particular la MINUSMA."	1
"9. Convenio del Consejo de Europa sobre el blanqueo, búsqueda, embargo y decomiso del producto del delito (1990)"	0
"La conclusión de que las autoridades gubernamentales, ya sea directamente o por medio de las milicias bajo su control, no han seguido ni aplicado ninguna política genocida en Darfur no debe interpretarse en modo alguno como una disminución de la gravedad de los crímenes perpetrados en esa región."	0
"Reforma del sector de seguridad Reitera la importancia de aumentar, en un marco integral, la funcionalidad, el profesionalismo y la rendición de cuentas del sector de seguridad [del país afectado] a través de procedimientos apropiados de investigación, capacitación, tutoría, equipamiento y esfuerzos de empoderamiento, tanto para mujeres como para hombres, a fin de acelerar el progreso hacia el objetivo de que las fuerzas de seguridad [del país afectado] sean autosuficientes y étnicamente equilibradas proporcionando seguridad y garantizando el estado de derecho en todo el país."	0
"Desde la llegada de las tropas francesas, según los informes, no se han producido ejecuciones sumarias de gendarmes en Bouaké."	1
"En marzo de 2005 se produjeron allí descargas clandestinas de barcos con matrícula griega y panameña, sin declaración previa a la aduana ni a la policía."	1
"278. La Comisión también observa que los Janjaweed, en varias ocasiones, han atacado y matado específicamente a niños, incluso en Kailek y Surra antes mencionados. La Comisión recibió muchos informes de asesinatos aleatorios y/o selectivos de niños, a veces en circunstancias horribles, como mediante quemaduras o mutilaciones."	1
":: Mudira tiene 1.400 familias y 6.020 habitantes en total"	0
"303. Se ha informado de muchos incidentes en los que, al parecer, las fuerzas gubernamentales rodearon aldeas y montaron guardia mientras los Janjaweed quemaban, saqueaban y cometían otras atrocidades contra la población."	1
"Quienes regresaron han dado testimonios creíbles de la presencia de muchos de los desaparecidos en lugares de detención no oficiales y secretos mantenidos por el aparato de seguridad en diferentes lugares de la región de Darfur."	1
"33. De conformidad con el Decreto Presidencial Nº 2004-236 que moviliza las fuerzas armadas nacionales y las instrucciones recibidas durante la reunión del 24 de marzo entre el Presidente, el Primer Ministro, los Ministros de Defensa y Seguridad Interior, así como los jefes de la policía nacional interesados , la gendarmería y las FANCI, las fuerzas de seguridad estaban desplegadas en muchas zonas de la periferia de la ciudad, en particular en los lugares donde estaba previsto que se celebraran reuniones de protesta y manifestaciones."	1
"Que se celebrará el lunes 25 de junio de 2007, a las 10.20 horas"	0
"Condena enérgicamente el reclutamiento y la utilización de niños soldados por las partes en conflictos armados en violación de las obligaciones internacionales que les son aplicables y todas las demás violaciones y abusos cometidos contra los niños en conflictos armados."	0
"Los observadores de la OSCE habían observado combates en curso en muchos lugares de las regiones de Donetsk y Lugansk, con bombardeos de artillería y mortero que a menudo alcanzaban zonas residenciales y causaban bajas entre la población civil."	1
"48. Según informes recibidos de los organizadores del G7, a los manifestantes que querían marchar se les dijo que se reagruparan en grandes áreas públicas dentro de sus comunas en su camino hacia la meseta de Abidján, la \"zona roja\"."	1
"El Consejo también: decidió que los niveles generales de fuerza de la Misión consistirían en hasta 2.370 soldados y en un componente de policía compuesto por hasta 2.601 efectivos, los niveles de fuerza recomendados por el Secretario General; y pidió al Secretario General que garantizara que un nivel de fuerza cercano al actual permanecería en el país hasta su próximo informe al Consejo, y que alertara en su informe de cualquier cambio importante en la situación."	0
"Como en ocasiones anteriores, el Asesor Especial advirtió sobre las acciones de \"saboteadores\" que estaban socavando la transición del Yemen y amenazando su paz, seguridad y estabilidad. Dijo que el país se encontraba en un momento crítico. Describió el avance de las milicias hutíes, que invadieron Saná y ocuparon varios edificios públicos. Además, informó de un aumento de los ataques de AlQaida en la Península Arábiga, algunos relacionados con la situación política y de seguridad general, y expresó preocupación por la situación en el sur del país."	1
"10. La situación en Georgia (8 de octubre de 1992; 9 de octubre de 2008)."	0
"De hecho, el uso de mensajeros de efectivo se reconoce como uno de los principales métodos utilizados para mover fondos ilícitos, lavar dinero y financiar el terrorismo."	1
"De hecho, la Unión Europea cree que se requiere un fuerte desarrollo socioeconómico para sostener y consolidar la estabilidad recién encontrada."	0
"El F-FDTL también está en posesión de un Minimi, un calibre .38 Special, una Browning de 9 mm, dos rifles semiautomáticos G3, un rifle M16 A1 y un arma de fuego M2 calibre .50, cuya procedencia no se explica."	1
"Convención sobre la Protección Física de los Materiales Nucleares, que fue ratificada por Decreto Presidencial N° 49/1986;"	0
"Un capo pirata somalí, Mohamed Abdi Hassan, conocido como \"Afweyne\", fue arrestado en octubre de 2013 en Bruselas. Otro líder pirata, Mohamed Garfanji, fue arrestado en agosto de 2014 en Mogadiscio por posesión de armas ilegales y por otros cargos relacionados con la piratería."	1
"La misión no recibió información precisa sobre el número de personas detenidas por las fuerzas de seguridad."	1
