"es_en_TRANSOFMERS"	"MatCoop"
"On 5 May 2005, the same trucks carrying arms and food returned to Somalia through the border town of Yeed in the Bakool region. On 7 May 2005, the trucks carrying the weapons arrived in Hudur, capital of the Bakool region, and the weapons were temporarily stored at the Hudur police station."	1
"Urges the [affected State] to facilitate international relief for the humanitarian disaster by suspending all restrictions that may impede the provision of humanitarian assistance and access to affected populations."	1
"Rehabilitation approaches differ between States, but increasing attention is being paid to sharing experiences and identifying best practices in this area."	1
"Progress in neutralizing foreign and Congolese armed groups in North and South Kivu remained limited."	1
"(b) To contribute to the protection of civilians in imminent danger of physical violence in the areas in which it is deployed, without prejudice to the responsibility of the [affected State]..."	1
"Cooperation in the subregion is constantly improving, but it must be further intensified, especially in border areas, in order to strengthen controls against possible terrorist incursions and the proliferation of transnational crime."	1
"2. -Management of capital, property or securities,"	0
"This city is equidistant between the Arab East and the Arab West and in the very heart of the Arab world."	0
"Humanitarian relief access to Darfur has improved dramatically as a result of the gradual lifting of restrictions since last summer."	1
"âThe Security Council calls upon the Somali parties to build on the progress made and to conclude without delay the Somali National Reconciliation Conference with a lasting and comprehensive solution to the conflict in Somalia through the establishment of a viable transitional government."	0
"At the third tripartite meeting between Angola, the Democratic Republic of the Congo and UNHCR, held in Luanda on 28 and 29 March, it was agreed to establish a working group to deal with the return of some 80,000 Angolan refugees in the Democratic Republic of the Congo."	1
"Although neither side seems willing to return to war, there is a worrying pattern of escalation of tension and destabilization that could lead to large-scale confrontation and endanger the lives of civilians."	0
