"es_en_DEEP"	"MatCoop"
"The Office will continue to closely monitor the development of the security situation on the borders between the Central African Republic, Cameroon and Chad, but also the borders with the Sudan and the Democratic Republic of the Congo, in order to prevent any transfer of alarming conflict or humanitarian situations from one country to another."	1
"The opening of the MINUSTAH joint analysis center has allowed the Mission to considerably increase its capacity for analysis and internal exchange of information. However, MINUSTAH continued to lack access to reliable tactical information."	1
"One State noted that, while its constitution guaranteed the right to freedom of expression, that right may be subject to reasonable restrictions, including those applicable to verbal expressions amounting to incitement."	0
"These activities undermine the weak foundations of the Afghan State and hinder the achievement of lasting stability."	0
"Emphasizing that defeating terrorism is only possible through a sustained and comprehensive approach involving the active participation and collaboration of all States and international and regional organizations to curb, weaken, isolate and neutralize the terrorist threat,"	1
"22. Requests the Government of the Democratic Republic of the Congo, with the support of the international community and MONUC, to urgently develop and implement a comprehensive national security sector reform strategy, based on the outcomes of the Roundtable on the security sector carried out in February 2008, with the aim of establishing, in the defense, police and administration of justice sectors, well-managed professional security forces that protect civilians and act in accordance with the Constitution while respecting the rule of law, human rights and international humanitarian law, and urges the Congolese Government to ensure the sustainability of the support provided by its partners in this area, in particular by prioritizing the reform of the administrative and command structures of the FARDC and other security forces, and reiterates its call on the Congolese authorities to establish a vetting mechanism to take into account, when choosing candidates for official positions, including key positions in the armed forces, the police national and other security bodies, the candidates' record of respect for international humanitarian law and human rights;"	0
"Son of: Samba Naualna and In-Uasne Nanfafe"	0
"These investments are expected to increase as entities subject to notification requirements seek to protect themselves against regulatory and other risks that could jeopardize their reputation."	0
"We consider that Armenia's position constitutes a clear challenge to the conflict resolution process and a serious threat to regional and international peace and security."	0
"In counter-terrorism activities there should be no \"double standards\" or unilateral measures to use force that could weaken the cohesion of the anti-terrorism coalition and destabilize the situation at the regional and global levels."	1
"He said that no one knew who had shot at the helicopter, as the incident had occurred near Bentiu, where the armed parties were very close to each other."	0
"The Agreement also provides for the prompt release and repatriation of prisoners of war and all other persons detained as a result of the armed conflict."	1
"a) A Monitoring Group in New York of up to five experts, including a chair, to monitor the implementation of all measures imposed by resolutions 1267 (1999) and 1333 (2000), including arms embargoes, measures against terrorism and related legislation and, in view of its links with the purchase of weapons and the financing of terrorism, money laundering, financial transactions and drug trafficking; and"	1
"Nigeria also saw an escalation in the number of attacks and bombings, particularly in the northeastern states of Borno, Yobe and Adamawa."	0
"They informed UNMIK that a draft amnesty law covering political prisoners detained in Serbia would be submitted to the Parliament of the Federal Republic of Yugoslavia as soon as possible."	1
"Welcoming the establishment of the Independent and Permanent National Electoral Commission, recalling the need to follow an independent and inclusive process to nominate its members and recalling the importance of the elections planned for 2010 being prepared in the spirit of reconciliation and enshrined dialogue in the Constitution of Burundi that facilitated the success of the transition,"	1
"Simultaneously, the clandestine resistance movement expanded throughout the country and a popular movement was reborn. On August 30, 1999, 78% of the Timorese population voted in favor of emancipation from the Indonesian administration in the people's consultation sponsored by the United Nations."	0
"The Ministry of Justice has established, with technical assistance provided by ONUCI, a specialized cell for the redeployment of justice and prison services personnel, to facilitate the redeployment process in the police, justice and prison services."	1
"b) Acquisitions related to uranium enrichment"	0
"The Foreign Contribution Rules, 1976 lay down the necessary documentation, namely application forms, annual income and method of maintaining accounts, etc."	0
"\"Report of the Secretary-General on the United Nations Mission in the Central African Republic and Chad (S/2009/359)\"."	0
"bb) Other functions determined by the Committee."	0
"S/RES/1318 (2000), annex, sect. VI, para. 3"	0
"For our part, we consider that the issue of legitimacy is directly related to the holding of the elections, preparations for which are underway in the Joint Electoral Management Body."	0
"The Force continues to build up its anti-riot capabilities to be better prepared to deal with any resurgence of violence."	0
"According to Afghan officials, the 2010 death toll from insurgency activities was 50% higher than the previous year's total and the number of civilians injured increased by a third."	0
"60. Matar Saket Mater Al-Mayai Al-Anezi"	0
"268. Equipment costs have been adjusted to take into account its residual value."	0
"Furthermore, the differences between the positions of President Gbagbo and his ruling party, on the one hand, and those of the opposition forces, on the other, remain very large."	0
"Mali and Niger are members of the newly established subregional Joint Intelligence Center in Tamanrasset, Algeria."	1
"The advance guard of that battalion and a company of Special Forces have already been deployed in Yamoussoukro and Abidjan."	1
"The strategy also seeks to expand the circle of donors by including countries where particularly effective counter-terrorism approaches or systems have been developed."	1
"The introduction to the 2007/2008 annual report, prepared by the delegation of Viet Nam, was praised as providing both a summary and in-depth analysis of the Council's activities in different regions on issues ranging from weapons proliferation of mass destruction to the role of regional and subregional organizations in contributing to the maintenance of international peace and security."	1
"Burning of numerous Serb houses in Obilic on June 9."	0
"This team entered into bilateral talks with the Government and the Coordination made up of the National Movement for the Liberation of Azawad (MNLA), the High Council for the Unity of Azawad (HCUA) and the Arab Movement of Azawad (MAA), which were They include people from the Coordinator of the Patriotic Movements and Fronts of the Resistance (CMFPR-II) and a faction of the Coalition of the People of Azawad (CPA), on the one hand, and with the Government and the Platform of armed groups, composed of the CMFPR-I, the CPA and the other faction of the MAA, as well as with members of the Tuareg Self-Defense Group Imghad and Allies (GATIA) invited by the Platform, on the other."	0
"The Team notes that some States have begun to seriously consider doing so."	0
"5. Requests the Monitoring Group to report to the Committee established pursuant to resolution 1267 (1999), including through briefings for monitoring mechanism experts on the work of the monitoring mechanism under the mandate established in paragraph 3 above, and also requests the Sanctions Implementation Support Team to report to the Monitoring Group at least monthly;"	0
"m) IMI Yorkshire Copper Tube (Exports) Limited (United Kingdom): US$85,415;"	0
"A closed circuit television system has also been installed."	0
"During the consideration of the recommendations, in particular, the Committee considered whether the proposed improvements would place too heavy a burden on States and placed great emphasis on finding concrete ways to implement the recommendations."	0
"Red Cross vehicles and personnel were reported to have been seen at the scene and in some cases provided aid to the injured."	1
"H. Other losses 94 - 112 20"	0
"In addition, a mobile team has been created to visit the most remote communities, especially minority ones, for which access to information centres would be difficult."	0
"June 29, 1999 RESOLUTION 1251 (1999)"	0
"In this regard, it is particularly important that they begin to raise awareness among the population about the demarcation process and its consequences."	0
"The KPC alleges that 1,300 metric tons of crude oil and 222,600 metric tons of refined products belonging to KPC and stored in KNPC facilities were lost during the occupation."	0
"Prime Minister Seniora reached an agreement with members of the second delegation, made up of Palestinian armed groups based in Damascus, to create a follow-up commission to discuss all issues, including weapons. On October 13, the Lebanese cabinet, having unanimously approved the Prime Minister's position, decided to establish this commission, with the aim of resolving the issue of Palestinian weapons inside the camps through dialogue."	1
"Welcoming the assignment of women to civilian, military and police roles in peacekeeping missions, and recognizing that women and children affected by armed conflict may feel safer in peacekeeping missions, working with or reporting abuses to women, and that the presence of female peacekeepers may encourage local women to participate in national armed and security forces, thereby helping to establish an accessible and accessible security sector. sensitive to the needs of everyone, especially women."	1
"The Council underlines the importance of national ownership, constructive dialogue and partnership between national authorities and the international community to help address priority peacebuilding needs and the underlying causes of recurrent instability."	1
"Most States have adopted appropriate measures to suppress terrorist recruitment."	1
"Measures taken by States cover prohibited activities by non-State actors listed in paragraph 2 of resolution 1540 (2004) in relation to nuclear, chemical and biological weapons and their delivery systems, as well as controls on related materials, in accordance with paragraph 3 of said resolution."	0
"The Executive Directorate has also established particularly close relationships with a number of regional and subregional organizations, notably the Caribbean Community and the Inter-American Committee against Terrorism of the Organization of American States in the Americas region; the African Centre for Studies and Research on Terrorism, the African Union, the Economic Community of West African States, the Counter-Terrorism Capacity-Building Programme of the Intergovernmental Authority on Development (IGAD) and the Southern African Development Community in the Africa region; the Council of Europe, the European Union and the Organization for Security and Cooperation in Europe in the Europe region; the Pacific Islands Forum; and the Asian Development Bank and the Association of Southeast Asian Nations in the Asia region."	1
"5. The situation in Timor-Leste (December 15, 1975; December 19, 2012)."	0
"b) Free access to all places and establishments relevant to the work of the Commission;"	1
"Most governments appear strongly committed to ensuring that law enforcement agencies respect human rights, although in some cases serious concerns have been raised about violations by security forces."	0
"Officially, responsibility begins at 16 years of age."	0
"There is almost absolute unanimity that Afghanistan's problems cannot be resolved exclusively by military means."	0
"Through a comprehensive, society-wide approach, efforts to curb recruitment and address the needs of returning foreign terrorist fighters (to ensure that they do not become radicalized and resort to violence in their country or in third countries)."	1
"The Security Council recalls its support for the efforts of the Secretary-General to establish in a timely manner the special court for Lebanon, as a means to end impunity in the country and deter further murders in Lebanon."	0
"The situation in the Middle East (see S/7913, S/7923, S/7976, S/8000, S/8048, S/8066, S/8215, S/8242, S/8252, S/8269, S/ 8502, S/8525, S/8534, S/8564, S/8575, S/8584, S/8595, S/8747, S/8753, S/8807, S/8815, S/8828, S/8836, S/8885, S/8896, S/8960, S/9123, S/9135, S/9319, S/9382, S/9395, S/9406, S/9427 and Corr.1, S/9449, S/ 9452, S/9805, S/9812, S/9930, S/10327, S/10341, S/10554, S/10557, S/10703, S/10721, S/10729, S/10743, S/10770/ Add.4, S/10855/Add.15, 16, 23, 24, 29, 30, 33, 41, 43 and 44; S/11593/Add.15, 21, 29, 42 and 49; S/11935/Add.21, 42 and 48; 10, 11, 17, 21, 37, 39, 42, 47 and 48; 21, 24 to 26, 33, 47 and 50; S/14326/Add.10, 11, 20, 24, 28, 29, 47 and 50; 33, 37, 42 and 48; S/15560/Add.3, 21, 29, 37, 42, 45, 47 and 48; 40 and 47; S/16880/Add.8 to 10, 15, 20, 21, 41 and 46; S/18570/Add.2, 21, 30 and 47; S/19420/Add.2 to 4, 18, 19, 22 and Corr.1, 30, 48 and 50; S/20370/Add.4, 12, 16, 21, 30, 32, 37, 44, 46, 47 and 51; S/21100/Add.4, 21, 30 and 47; S/22110/Add.4, 21, 30 and 47; S/23370/Add.4, 7, 21, 30 and 47; S/25070/Add.4, 21, 30 and 48; S/1994/20/Add.3, 20, 29 and 47; S/1995/40/Add.4, 21, 29 and 47; S/1996/15/Add.4, 15, 21, 30 and 47; S/1997/40/Add.4, 21, 30 and 46; S/1998/44/Add.4, 21, 30 and 47; S/1999/25/Add.3, 20, 29 and 46; S/2000/40/Add.4, 15, 20, 21, 24, 29 and 47; S/2001/15/Add.5, 22, 31 and 48; S/2002/30/Add.4, 21, 30 and 50; S/2003/40/Add.4, 25, 30 and 51; S/2004/20/Add.4, 26, 30, 35, 42 and 50; S/2005/15/Add.3, 6, 13, 16, 17, 22 to 24, 29, 42, 43, 49 and 50; and S/2006/10/Add.3, 4, 10, 12, 15, 19, 23 and 27 to 31)"	0
"The rate of ratification of international counter-terrorism instruments varies widely: 12 States have ratified at least 10 of the instruments, while four States have ratified five or fewer."	1
"Colonel AMID HUSAIN AL KUNI Governor of Ghat (southern Libya)."	0
"In the context of the conclusion of the Mission's mandate on 31 December 2010, the Security Council commends, without prejudice to the primary responsibility of the Government of Chad, the contribution of MINURCAT to the protection of refugees, internally displaced persons and humanitarian actors in eastern Chad and their efforts to increase the capacity of the Chadian Integrated Security Detachment (DIS)."	0
"(b) Contribute to the protection of civilians in imminent danger of physical violence in the areas in which it is deployed, without prejudice to the responsibility of the [affected State] ..."	1
"During my visit to Lebanon in January, I pointed out to my Lebanese interlocutors, both publicly and privately, the serious dangers posed to the country's stability and internal peace by the continued presence of these militias."	1
"(Summit Resolution 479/21, approved on March 30, 2009)"	0
"The Security Council underlines the need for Member States in post-conflict situations, in consultation with, inter alia, civil society, including women's organizations, to address the specific needs and priorities of women and girls in their national strategies to improve their socioeconomic conditions, their participation in income-generating activities and their access to education and basic services."	1
"The Mission has four main objectives:"	0
"More needed to be done to increase the awareness of all Member States that United Nations sanctions had a supportive rather than a punitive role; to assist Member States in the implementation of United Nations sanctions; and to take greater account of the rights of individuals, entities and Member States designated for the adoption of selective measures."	1
"The Commission, while taking into account all events related to the current conflict in Darfur, focused in particular on those that took place between February 2003, a month in which the magnitude, intensity and periodicity of incidents increased significantly, and mid January 2005, just before the date on which the Commission was to present its report. 3. Working methods"	1
"32. The situation in Côte d'Ivoire (December 20, 2002; January 26, 2012)."	0
"The aircraft had since been deregistered (see Annex V) and no new operator or owner is officially known."	0
"Homemade firearms. Molotov \"Cocktails.\" Improvised rockets manufactured in metalworking workshops."	0
"During this period, the Commission's support base was strengthened and new software was installed, making the database more operational."	1
"Depending on the circumstances of each case, such persons may be suspected, under the doctrine of unlawful association, of having committed the crimes against humanity of murder of civilians, forcible confinement of civilians and forcible transfer, and the war crime of destruction of civil objects."	0
"In my capacity as representative of the President-in-Office of the African Union, I have the honor to transmit to you the attached communiquÃ© regarding CÃ´te d'Ivoire, issued by the Peace and Security Council of the African Union, at its fortieth meeting, held at the of Heads of State and Government, in Addis Ababa, on October 6, 2005."	1
"Timor-Leste has made notable progress since its independence just over two years ago."	0
"Due in part to the vast expanse of Western Sahara, it has not been possible to determine the exact number of accidents caused by mines and explosive remnants of war in the territory."	1
"The group was divided into two subgroups that visited the area on foot."	0
"Decides that [the Mission] will have, in order of priority, the following mandate: Protection of civilians g) Support the efforts of the Government, together with international partners and neighboring countries, to create an environment conducive to voluntary, safe return and dignity of internally displaced persons and refugees, or voluntary integration or resettlement at the local level."	1
"On average, the monthly income of the Compensation Fund during the current year has been approximately $351.2 million, and the average quarterly compensation payments remained above $1 billion."	1
"For example, Europe has the European Union and the Schengen Agreement; Africa, the Economic Community of West African States (ECOWAS) and the Southern African Development Community (SADC); Asia, the Association of Southeast Asian Nations (ASEAN) and the Commonwealth of Independent States (CIS); North America, the North American Free Trade Agreement (NAFTA); Central America, the Central American Integration System (SICA); and South America, the Andean Community and the Southern Common Market (MERCOSUR), which are evolving towards a merger to create the South American Community of Nations."	1
"Within the framework of the International Support Strategy and the Stabilization and Reconstruction Plan, eight state facilities have been transferred to national authorities, including police and administrative facilities in the territories of Masisi and Rutshuru, North Kivu; police, administrative and judicial facilities in Walungu, South Kivu; and a nautical training center for the border police in the Ituri district."	1
"UNMIK's interim health policy was amended to take into account recommendations made by a working group composed of local and international health professionals."	1
"Law No.29(I)/2004 on the safe transportation of dangerous goods."	0
"Section 11 of the Extradition Act 1962 provides:"	0
"To achieve sustainable repatriation and viable minority communities, a broader process of decentralization will be needed."	1
"Almost half of the requests are made by individuals without legal counsel and the Ombudsman takes the necessary measures to ensure that no petitioner is harmed by not having legal representation."	1
"The Security Council recalls the commitment of the Government of Chad, indicated in the letter dated 7 September 2010 sent to the President of the Security Council (S/2010/470), to assume full responsibility for the security and protection of the civilian population in eastern Chad, including refugees, internally displaced persons, returnees and host communities, paying special attention to women and children and humanitarian and United Nations personnel and assets, in accordance with its obligations under international humanitarian law, human rights law and refugee law."	1
"However, while human rights standards offer some flexibility in addressing security challenges, States must respect certain basic principles in all circumstances, such as necessity, proportionality, legality and non-discrimination."	1
"In this regard, in a letter dated 1 August 2008 addressed to the President of the Security Council, the Committee forwarded its recommendations to the Security Council on the imposition of specific measures against persons and entities designated by the Committee."	1
"I have the honor to transmit to you the attached communication, dated September 26, 2002, which I received from the Secretary General of the North Atlantic Treaty Organization."	0
"In close cooperation with the Security Council Committees established pursuant to resolutions 1267 (1999) and 1540 (2004) and in accordance with its mandate, the Committee will pay special attention to States for which information on the implementation of resolution 1373 (2001) and will consider how best to resolve that problem."	1
"One State noted that the best way to achieve this objective was to instil a sense of civic duty and the recognition that the public must communicate their concerns to law enforcement authorities."	1
"There were no incidents of premeditated killings of children by armed forces or armed groups."	1
"India has extradition agreements with Australia, Fiji, Papua New Guinea, Singapore, Sri Lanka, Sweden, Tanzania and Thailand."	0
"It has trained more than 20 human rights organizations in surveillance techniques and has partnered with a national non-governmental organization to facilitate the production and dissemination of information materials to more than 30,000 individuals and civil society organizations, with financial support from the Office of the United Nations High Commissioner for Human Rights and the Embassy of Canada."	1
"There is little presence and influence of opposition militant forces in the region, although they use transport routes and shelters in Farah province."	1
"Two States have missed the ICAO deadline for the introduction of machine-readable travel documents."	1
"b) Facilitate the establishment of the regional mechanisms necessary for international cooperation in criminal proceedings;"	1
"It is to be hoped that both sides can achieve a high-level reconfirmation of their commitments regarding the non-renewal of hostilities and the safe and dignified return of refugees and internally displaced persons."	1
"Wood. The sanctions appear to have had an effect and there is no evidence of widespread exports."	0
"l) Bring to the attention of the Committee new or interesting circumstances that may justify the removal of a name from the List, including publicly known information about the death of a person;"	0
"UNOCI has made greater efforts to raise awareness among the Ivorian population of the Mandate of the Mission's objectives and to counter the effects of the current campaign to discredit the Mission."	1
"Although hostilities had ceased, tensions persisted, and new clashes could not be ruled out."	0
"As Council members know better than anyone, the Arab-Israeli conflict is one of the greatest diplomatic challenges the world has faced since the mid-20th century. At the center of the Israeli-Palestinian conflict is a controversy with historical narratives, collective aspirations and opposing and contradictory identities."	0
"Furthermore, further research is needed to demonstrate that these programs have real and positive results in terms of the possibility of these individuals committing new acts of terrorism or inciting others to commit them."	1
"The remaining funds will be used to finance the implementation of additional mitigation measures, including pre-deployment training and the establishment of warning and surveillance systems, including canine teams, in MINUSMA camps."	1
"S/RES/1979 (2011) The Security Council,"	0
"The Government of Mali immediately imposed a quarantine on the clinic and MINUSMA formed police units assisted the Malian authorities in providing security around the clinic."	1
"The violence that occurred in Rai Kotu on the afternoon of 28 April resulted in the death of a civilian, as described in paragraphs 50 and 51."	0
"The treaty that created the Court, the Rome Statute, entered into force on July 1, 2002."	1
"A. First instance rulings pending as of November 15, 2013"	0
"The Security Council recalls its commitment to enhance strategic oversight of peacekeeping operations, bearing in mind their important role in protecting civilians, reaffirms its support for the efforts of the Secretary-General to review peacekeeping operations and improve their planning and support, and again encourages the intensification of these efforts, in collaboration with troop- and police-contributing countries and other relevant stakeholders."	1
"In the deliberations on the role of the President, several participants recognized that two \"traps\" had to be avoided: first, trying to achieve national objectives to direct the work of the Council towards specific interests; and secondly, assuming a type of leadership that is too isolated and formulaic."	0
"In this way, it introduces the concept of working towards measurable results regarding the relationship between small arms and development."	1
"Noting with concern that the threat of terrorism has become more diffuse, with an increase in terrorist acts in various regions of the world, including those motivated by intolerance or extremism, and expressing its determination to combat this threat,"	0
"These new \"recruits\" would become what civilians and others would call the \"Janjaweed,\" a traditional Darfur expression for an armed bandit or outlaw mounted on horseback or camel."	0
"The UNMIK Department of Justice has also given high priority to the renovation of Kosovo's prisons and detention centres, which were in very poor condition."	1
"As a first step, I asked Mr. van Walsum to establish contacts with the parties and neighboring States to seek their views on the next steps to be taken."	1
"However, the Team considers that the arms embargo offers an opportunity to resolve this issue, and recommends: i) that the Committee explicitly include improvised explosives and explosives intended for civilian uses in the explanation of terms document; ii) that the Committee compile the experiences of Member States in combating this threat in a document published on its website; and iii) that the Security Council specify in a future resolution on this topic that \"related materials of all types\" also include improvised explosives intended for civilian uses."	1
"On the day of the explosion, 10 people were questioned and during the following two months about 40 people were questioned."	1
"Al-Qaida's decline is partly a consequence of the relentless international campaign to limit its influence and partly a result of its own conduct."	1
"A. Laws, regulations and administrative procedures"	0
"As part of the transition strategy to establish an independent police institution, preparations have been underway for the transfer of responsibilities from the Kosovo Police Service School and the UNMIK Police to the Kosovo Police Service."	1
"13. Authorizes Member States acting in accordance with paragraph 10 above, under Annex 1 - A of the Peace Agreement, to take the necessary measures to ensure compliance with the standards established by the Commander of SFOR on command and control of the airspace over Bosnia and Herzegovina in relation to all civil and military air traffic;"	1
"The Group examined the landing of an AN-124 aircraft, with a load of 392 tons, from Belarus, on October 16, 2004, shortly before the embargo was established. This flight continued to LomÃ© (Togo) and was linked to the Darkwood company (see case study No. 1 below)."	1
"Seven States have institutional structures to implement strategies to combat terrorism."	1
"The purpose of the study is to present the current general trends in the implementation of the resolution, with a view to identifying the vulnerable points of the regions or the aspects in which certain groups of States find special difficulties in the implementation and therefore could benefit from the adoption of a regional or subregional approach to combat terrorism."	1
"Expresses its deep concern about the recruitment and use of children by [anti-government] forces in [the affected country] and the death and maiming of children as a result of the conflict, reiterates its strong condemnation of the recruitment and use of child soldiers, in contravention of applicable standards of international law, and all other violations and abuses committed against children in situations of armed conflict, in particular attacks targeting schools and the use of children in suicide attacks, calls for the prosecution of those responsible ..."	0
"The current board's term expires in April 2012."	0
"With respect to Claims, compensable losses vary considerably in nature and location."	0
"II. EVENTS OCCURRED DURING THE PERIOD UNDER REVIEW"	0
"It is essential that after a conflict, accountability helps the country and society to cope with what has happened and communities to move forward."	1
"The Committee would also welcome proposals to be made in cooperation with experts from other subsidiary bodies of the Security Council concerned with counter-terrorism on how to simplify the reporting regime, as outlined in the 2005 World Summit Outcome Document (see General Assembly resolution 60/1)."	0
"Following the second battle for control of Baidoa, Habsade again received logistical support from their allies in Mogadishu."	1
"Turkey has launched the National Unity Project to address socioeconomic inequalities in Turkish society that are said to be fueling Kurdish discontent and recruitment of PKK members."	1
"I think our friends in the United Nations Assistance Mission in Afghanistan and our allies are very aware of what those needs are."	0
"The Security Council urges States, international organizations and the private sector to share evidence, information and intelligence, as appropriate, for the purposes of anti-piracy law enforcement activities, including the effective prosecution of suspected pirates and the imprisonment of convicted persons, and encourages existing and future initiatives in this regard."	0
"The Team noted in its second report (S/2005/83, para. 135) that the European Union, the most developed of these areas, guarantees its citizens freedom of movement within the territory of its 25 Member States, while with The Schengen Agreement eliminated border controls between many European States, while strengthening controls at the external borders of the Schengen area and increasing judicial and police cooperation within the Schengen system."	1
"The UNOCI police component also provides technical support and advice to the integrated command center in relation to security sector reform."	1
"Resources of 2 or 3 vehicle sections"	0
"b) The dissolution and disarmament of all Lebanese and non-Lebanese militias;"	1
"To be held on Wednesday, July 6, 2005, at 10:00 a.m."	0
"In general terms, the attitude of the government authorities towards the Commission has been one of cooperation."	0
"It is not assessed that there will be any significant change in the overall security situation, although a slow but systematic increase in crime-related incidents is projected."	0
"A second battalion would be deployed to the southern town of Kamina to protect the airfield; provide a secure environment for the electoral process in its area of ââoperations; monitor the southern Mayi-Mayi and encourage them to participate in the brassage, or disarmament, demobilization and reintegration, process; and support and guide the FARDC, specifically in Kamina."	1
"Address: Next to Nirou Battery Mfg. Co., Shahid Babaii Expressway, Nobonyad Square, Tehran, Iran; Pasdaran St., Post Office Box 16765, Tehran 1835, Iran; Babaei Highway - next to Niru M.F.G., Tehran, Iran"	0
"Raising extrabudgetary resources for the creation of a gender advisor position at Headquarters."	1
"\"a) Determine the facts and circumstances related to the incidents that occurred on April 28 and 29 and May 23, 24 and 25, as well as other related events or problems that led to the crisis, including issues related to the operation of the sector of security;"	1
"While progress has certainly been made over the past decade, it is clear that much remains to be done to ensure that Member States are safe from the threat of terrorism."	1
"Despite the disarmament of 15,600 ex-combatants in Ituri, the National Commission for Disarmament and Reintegration continues to have difficulties in carrying out its functions, particularly the payment of demobilisation allowances to ex-combatants, which has led to growing discontent. It is urgent that the allowances be paid regularly."	1
"On 23 August, the Acting Chairman of the Security Council Committee established pursuant to resolution 1718 (2006) presented his quarterly report to the Council on the work of the Committee."	1
"a) Promote the adoption of national counter-terrorism legal frameworks that are both comprehensive and integrated, consistent with the rule of law and human rights obligations, and strengthen national capacity to investigate and prosecute terrorist acts and decide on them, including by requesting assistance to develop that capacity, as necessary;"	1
"There are several stabilization instruments and plans (the Stabilization and Reconstruction Plan for Areas Emerging from Armed Conflict, the International Strategy to Support Security and Stabilization, and islands of stability), but a common approach seems to be lacking in the system itself. of the United Nations."	1
"On 2 May, Under-Secretary-General for Legal Affairs and Legal Counsel Nicolas Michel briefed the Council on his recent trip to Lebanon and urged members to respond to fill a gap and assist in the operationalization of the Special Tribunal for Lebanon."	0
"- Convention relating to Offenses and Certain Other Acts Committed on Board Aircraft (1963)"	0
"Most States have adopted adequate provisions on mutual legal assistance and extradition, and all have established procedures for the exchange of information."	1
"Underlines the importance of humanitarian personnel having safe and unimpeded access to civilians in armed conflicts, calls on all interested parties, in particular neighboring States, to cooperate fully with the Coordinator of the Humanitarian Assistance of the United Nations and United Nations agencies in order to facilitate such access, invites States and the Secretary-General to bring to its attention any information related to the deliberate denial of such access in violation of international law in cases in which such denial may constitute a threat to international peace and security and, in that regard, expresses its readiness to examine such information and, if necessary, take appropriate measures."	0
"The national community reintegration and rehabilitation program, which must absorb a total of 6,000 ex-combatants, has facilitated the work of registration and identification of Forces Nouvelles personnel."	1
"Many States have developed, together with bilateral and multilateral partners, some form of early warning system to help predict and prevent terrorist attacks."	1
"Troop deployment order and neutral zone"	0
"The Council can therefore play a viable and effective role in compensating victims of violations of international law."	1
"The United Nations mission in Nepal is expected to be a specific mission of limited duration."	0
"In this subregional context, the Office will intensify its collaboration, in particular with the Central African Economic and Monetary Community (CEMAC), the Economic Community of Central African States and the CEMAC Multinational Force (FOMUC); in the areas of security, early warning and prevention."	1
"Below is a brief overview of these reports, which serves to clarify the context of the fact-finding work and investigations carried out by the Commission. In the sections following this overview, individual incidents are presented according to the type of transgression or international crime identified."	1
"The Operation will also provide logistical support to the redeployment of the national police to the north of the country, as part of an agreed and comprehensive security plan for the electoral process developed by the Ivorian authorities, with the assistance of UNOCI and the Licorne force."	1
"The European Union calls on this Government to make rapid progress in the other aspects of the implementation of the Comprehensive Peace Agreement and in particular the establishment of an evaluation commission to closely monitor such progress."	1
"Joseph Asoka Nihal de Silva Until December 31, 2010"	0
"b) Excavation and screening of visibly contaminated soil and its transfer to specialized centers to subject it to high temperature thermal desorption (\"HTTD\" treatment);"	0
"a) Encourage the development of measurable objectives to reduce armed violence;"	1
"They have enacted anti-terrorism laws and made efforts to further strengthen regional coordination and cooperation, especially in the maritime context."	1
"The Team continued to promote and encourage exchanges with experts appointed to assist the Counter-Terrorism Committee and the new Counter-Terrorism Committee Executive Directorate, and participated in three Committee meetings where presentations were made on areas relevant to the work of the Team. ."	0
"In this regard, we request the African Union Commission, in close cooperation with ECOWAS and with the support of international partners, including in particular the United Nations, the European Union and other international stakeholders, to take all necessary measures, including but not limited to among them the convening in Mali, no later than February 2015, of a meeting of Ministers of Defense and Security and the chiefs of staff and the heads of the intelligence and security services of the countries of the region, in order to carry out the necessary studies to establish these mechanisms."	0
"Ms. Petra Ruffer Lustigova, Permanent Mission of the Czech Republic"	0
"Furthermore, the record-keeping requirement set out in article 12 could assist the Committee and the Monitoring Team in determining who supplies the weapons used by Al-Qaida and its associated entities."	1
"According to witnesses, the attackers shot at the civilian population, including the elderly, women and children."	0
"Furthermore, it will continue to focus on promoting the implementation of resolution 1373 (2001) by States and on taking practical measures to enhance the capacity of States to combat terrorism."	1
"c) Prevent the supply, sale or transfer, direct or indirect, to those persons, groups, companies and entities, from their territory or by their nationals, outside their territory or by means of ships or aircraft of their flag, of weapons and related materials of all types, including weapons and ammunition, military vehicles and equipment, paramilitary equipment and related spare parts, as well as technical advice, assistance or training related to military activities;"	1
"Turkey is fully aware of the intentions of the Government of the Syrian Arab Republic, which have been manifested through various forms of aggression and provocation, including attacks on innocent civilians across the border."	0
"Presumably, its purpose was for the MLC/CCD-N forces to go from village to village destroying everything they could get their hands on."	0
"The Deputy Prosecutor focused her remarks on the role and impact of the International Criminal Court in strengthening the investigation and prosecution of serious crimes of concern to the international community."	1
"175. On 22 August 1994, NIOC submitted a claim seeking compensation for losses allegedly suffered by its group of companies, which are detailed and discussed below in paragraphs 181 to 192."	0
"Progress in neutralizing foreign and Congolese armed groups in North Kivu and South Kivu remained limited."	1
"The Security Council requests the Secretary-General to support initiatives aimed at mobilizing the necessary resources for the implementation of the results of the YaoundÃ© Summit, as well as the strengthening of national and regional capacity, in close consultation with the Gulf States. Guinea, relevant regional organizations and other United Nations entities."	0
"At a minimum, it would be necessary to explain what the mission's senior officials understand by the protection of civilians, and detail the roles and responsibilities within the mission with respect to these activities, taking into account both minor and persistent dangers and possible crises."	1
"Training of peacekeeping personnel Requests the Secretary-General to ensure that United Nations personnel engaged in peacemaking, peacekeeping and peacebuilding activities have appropriate training in international humanitarian law, human rights and refugee law, including child and gender provisions, negotiation and communication skills, cultural awareness and coordination between civilian and military personnel, and urges States and relevant international and regional organizations to ensure that appropriate training activities are included in their programmes for personnel engaged in similar activities."	1
"- Law on protection against ionizing radiation, Law No. 115(I)/2002, of 2002"	0
