"es"	"MatConf"
"Ministro de la Juventud en el Gobierno Interino"	0
"Mientras que otros, que desean frenar el proceso, han demostrado que se están reorganizando."	0
"k) A la luz de los gastos pasados del aparato dirigente, militar y de seguridad, reorganice las prioridades y dedique los recursos disponibles a que los ciudadanos, incluidos los que sirven en las fuerzas armadas, no pasen hambre y alcancen otros niveles mínimos esenciales."	0
"3) Se considerará asimismo ciudadano finlandés a:"	0
"Esto hace aún más necesario intensificar los esfuerzos para establecer y aplicar de forma adecuada una prohibición de viajar dirigida contra las personas incluidas en la Lista, en particular las estrechamente relacionadas con el intercambio en red y las actividades de facilitación."	1
"Actuando en virtud del Capítulo VII de la Carta de las Naciones Unidas,"	0
"Merrill Lynch & Co Ltd. (parte separada de 4002249)"	0
"Que se celebrará el viernes 15 de septiembre de 2000, a las 12.50 horas"	0
"Sigue siendo muy preocupante para mí que los esfuerzos de los liberianos para reconstruir su sistema de tribunales requerirán mucho tiempo, de modo que es probable que el propio sistema siga siendo frágil y fácil de penetrar a corto plazo."	0
"El Consejo autorizó el despliegue de la Operación de las Naciones Unidas en Burundi (ONUB) con un máximo de 5.650 militares, entre ellos 200 observadores y 125 oficiales de estado mayor, y de hasta 120 policías civiles, y con el personal civil apropiado. La ONUB, que se desplegaría a partir del 1° de junio de 2004 por un período inicial de seis meses, estaría constituida en un comienzo por las fuerzas de la Misión Africana en Burundi."	1
"Autoría o coautoría de crímenes internacionales"	1
"1. La Declaración Universal de Derechos Humanos (1948);"	0
"En una escala más amplia, Internet también ha permitido a Al-Qaida y sus asociados difundir propaganda en todo el mundo y así ponerse en contacto con posibles adeptos para indoctrinarlos, en parte atrayéndolos a usar sitios web relacionados con Al-Qaida."	1
"La Fiscalía ha acogido satisfactoriamente estos intercambios de conocimientos y mejores prácticas en el ámbito de la reparación de las víctimas y ha alentado a otros Estados a que sigan este ejemplo."	0
"Cuando terminó el bombardeo, los Janjaweed atacaron la aldea, destruyeron las casas y saquearon los bienes."	1
"Son recompensados cuando denuncian a otros ciudadanos sospechosos de cometer tales \"crímenes\"."	1
"Sobre las 8 de la mañana horas del segundo día en el wadi, me violaron por primera vez."	1
"c) La Comisión tendrá atribuciones para determinar el lugar y las modalidades a los efectos de entrevistar funcionarios sirios u otras personas de esa nacionalidad que considere pertinentes a la investigación;"	0
"Respondió que la guerra eliminaba las condiciones fundamentales para el Estado de derecho, y que uno de los problemas concretos que se presentaron fue la ausencia de magistrados ante la perspectiva del avance de las tropas."	1
"Fue violada sucesivamente por cuatro soldados."	1
"[S]olicita al Secretario General que en los anexos de sus informes sobre los niños y los conflictos armados incluya también a las partes en un conflicto armado que, en contravención del derecho internacional aplicable, practiquen habitualmente actos para causar la muerte y la mutilación de niños, así como actos de violación y otros actos de violencia sexual contra los niños en situaciones de conflicto armado, teniendo en cuenta todas las demás violaciones y abusos contra los niños, y hace notar que lo dispuesto en el presente párrafo será aplicable a las situaciones que respondan a las condiciones enunciadas en el párrafo 16 de su resolución 1379 (2001)."	1
"Tráfico de drogas y delincuencia organizada transnacional"	1
"El Consejo de la Liga, reunido a nivel ministerial,"	0
"12. La situación en Chipre (16 de julio de 1974; 4 de septiembre de 2008)."	0
"En otras palabras, las víctimas ven en los atacantes personas que pertenecen a un grupo diferente y hostil."	1
"S/RES/1674 (2006), párr. 19"	0
"Aunque en la actualidad sólo los organismos encargados de hacer cumplir la ley tienen acceso a la base de datos de documentos de viaje perdidos o robados, su valor es cada vez mayor a medida que más países presentan información."	0
"Tanto el Níger como Guinea depositaron sus instrumentos de ratificación, con lo cual son ahora cinco los países de África Occidental que han ratificado ese instrumento."	0
"Los que están adquiriendo hoy en día una mayor experiencia terrorista operativa son todavía jóvenes, principalmente individuos entre la adolescencia hasta 35 años."	1
"El Consejo de Seguridad destaca la importancia de que se preste asistencia a los Estados Miembros para la promoción de la participación plena y en pie de igualdad de las mujeres en los procesos electorales y las reformas constitucionales posteriores a los conflictos."	0
"La misión examinará con las autoridades ugandesas la forma de hallar una solución para el conflicto, incluida la aplicación de la ley de amnistía para los miembros del Ejército de Resistencia del Señor que no hayan cometido las violaciones más graves de los derechos humanos y del derecho humanitario internacional, en el contexto de los recientes intentos de negociación y de los procedimientos establecidos por la Corte Penal Internacional para enjuiciar a los responsables de las violaciones graves de los derechos humanos y el derecho humanitario internacional."	0
"Las sumas importantes, aunque no son fundamentales para el éxito de los atentados, son ahora más difíciles de conseguir."	1
"En un incidente, ocurrido en Yopougon a las 6.15 horas de la mañana, cuando los manifestantes trataban de reunirse en la calle, un jeep en el que viajaban varios hombres uniformados, sin insignias, que hablaban inglés, intentó arrollarlos."	1
":: Varios miembros destacaron la necesidad de que la comunidad internacional se dedicara colectivamente a promover la armonía y el diálogo en el plano cultural y religioso, señalando que el terrorismo no tenía credo, cultura ni religión."	0
"Queda por ver si podrá vincularse con extremistas en Nigeria para constituir una alianza efectiva."	1
"Josef Durica, redactor jefe de una revista semanal, 11 de diciembre de 2011"	0
"Estos ataques y provocaciones a veces han impedido indirectamente el acceso de la asistencia humanitaria."	1
"a) El 14 de octubre de 2002, los redactores jefe de dos diarios próximos al Frente Popular de Côte d'Ivoire (Notre Voie y L'Actuel) fueron agredidos. El redactor jefe del diario Le Nouveau Réveil y los miembros de su equipo sufrieron agresiones físicas;"	1
"En la época en que se enunció por primera vez esta obligación internacional, y quizá incluso en 1949, cuando se redactaron y aprobaron los Convenios de Ginebra, era evidente que se pensaba en una obligación de cada Estado contratante hacia cualquier otro Estado contratante afectado."	0
"La zona montañosa del enclave se utiliza exclusivamente para el pastoreo de ganado ovino, mientras que la planicie se destina primordialmente a usos agrícolas y frutícolas."	0
"3. La situación en Chipre (27 de diciembre de 1963; 29 de mayo de 2009)."	0
"Por ejemplo, la célula de Al-Qaida que en noviembre de 2003 perpetró los atentados con bombas en Estambul originalmente había planificado alquilar una cantera para obtener dinamita legalmente, aunque luego abandonó este plan y utilizó en su lugar explosivos improvisados."	1
":: Otro aspecto muy importante del seguimiento es la reparación a las víctimas de las violaciones."	1
"Además, debido al elevado número de matrimonios mixtos, apenas pueden distinguirse en su apariencia física externa de los miembros de las tribus que presuntamente los atacaron."	1
":: Proporcionará información a los Estados Miembros y las organizaciones internacionales que lo soliciten para ayudarlos a presentar ofertas o solicitudes de asistencia más efectivas, según proceda, con miras al cumplimiento de las obligaciones pertinentes con arreglo a las resoluciones 1540 (2004), 1673 (2006) y 1810 (2008), valiéndose de la matriz como instrumento de referencia para facilitar la asistencia técnica"	0
"Pueden adiestrar a combatientes, planificar sus activistas de manera innovadora y perpetrar ataques. Lashkar-e-Tayyiba (QE.L.118.05) sigue proporcionando adiestramiento especializado a terroristas, entre otras cosas en fabricación de dispositivos explosivos improvisados. Al-Qaida en la Península Arábiga (AQPA) (QE.A.129.10) sigue siendo una importante fuente de innovación tecnológica."	1
"Los Países Bajos ocuparon la primera Presidencia del Código en 2002-2003."	0
"24. Solicita al Comité contra el Terrorismo que, en el marco de su mandato actual y con el apoyo de la Dirección Ejecutiva del Comité contra el Terrorismo, determine cuáles son las principales carencias en la capacidad de los Estados Miembros para aplicar las resoluciones del Consejo de Seguridad 1373 (2001) y 1624 (2005) que pueden obstaculizar la capacidad de los Estados para frenar el flujo de combatientes terroristas extranjeros, y determine cuáles son las buenas prácticas para ello en la aplicación de las resoluciones 1373 (2001) y 1624 (2005), y facilite la prestación de asistencia técnica, concretamente promoviendo la cooperación entre quienes proporcionan y reciben asistencia para desarrollar capacidad, en particular quienes se encuentran en las regiones más afectadas, incluso mediante la elaboración, a solicitud de estos, de estrategias amplias de lucha contra el terrorismo que incluyan medidas para contrarrestar la radicalización violenta y el flujo de combatientes terroristas extranjeros, recordando las funciones de otros agentes pertinentes, por ejemplo el Foro Mundial contra el Terrorismo;"	0
":: El 8 de noviembre de 2014, las fuerzas del régimen atacaron la localidad de Sheikh Miskeen y provocaron la muerte de cinco personas, incluidos dos niños y dos mujeres."	1
"El JEM subrayó que sus normas internas imponían la firme obligación de respetar el derecho internacional humanitario y las normas internacionales de derechos humanos, y que no habían atacado ni atacarían objetivos civiles."	0
"El 9 de julio, el Gobierno anunció los nombres de 246 personas más a quienes se aplicaría la Ley de Amnistía de 11 de febrero."	0
"Ante esta clara situación de amenaza a la paz y la seguridad internacionales, esperamos que el Consejo de Seguridad actúe sin los dobles raseros que lo caracterizan en este tema y adopte, de forma urgente y decidida, el proyecto de resolución presentado por Argelia en nombre de los países que integran el Grupo de Estados Árabes."	0
"Que se celebrará el miércoles 19 de diciembre de 2012, a las 15.20 horas"	0
"Por consiguiente, el Grupo ha realizado algunos ajustes para tener en cuenta esta insuficiencia de pruebas."	0
"Estos son algunos de los ejemplos, entre múltiples pruebas testimoniales y materiales, que, a juicio de la Comisión, confirman que el término Janjaweed y otros términos se utilizan indistintamente en la práctica para describir a las milicias que colaboran con el Gobierno."	1
"Tomamos nota de las inquietudes en materia de seguridad que, según Israel, lo obligan a proseguir esos vuelos, sobre todo de las supuestas violaciones del embargo sobre las armas establecido en virtud de la resolución 1701 (2006)."	0
"Algunos incluso admitieron que el Gobierno seguía a los rebeldes hasta las aldeas, porque era allí donde se escondían, y que la destrucción era resultado de los combates que se entablaban a continuación."	1
"Desde que se estableció el Fondo Fiduciario contra el Terrorismo, la Dirección Ejecutiva ha sido más eficiente en la gestión de las contribuciones voluntarias para apoyar sus actividades."	0
"Cuatro Estados han tipificado debidamente como delito la financiación del terrorismo, mientras que tres aún no lo han hecho."	0
"6. Decide seguir ocupándose de la cuestión."	0
"Nombre del padre: Mahmoud Rehan Nombre de la madre: Souad Rehan"	0
"Cuatro de los ocho Estados de Asia Meridional han promulgado leyes para tipificar el delito de reclutamiento de terroristas y prohibir la utilización de sus territorios para cometer o preparar actos terroristas contra otros Estados o sus ciudadanos."	1
"Como conclusión, la Alta Comisionada señaló tres medidas para fortalecer la relación de trabajo entre el Consejo de Seguridad y los órganos de derechos humanos de las Naciones Unidas."	0
"En otros casos las muertes se ha producido en circunstancias violentas y las autoridades no han podido o no han querido expedir un documento oficial que certifique la defunción."	1
"La desinformación agravó la discriminación basada en la identidad y la estigmatización, e hizo estallar la violencia entre las comunidades y dentro de ellas."	1
":: El 29 de noviembre de 2014, unos helicópteros del régimen lanzaron dos bombas de barril contra una clínica en la aldea de Kafr Sajna, en Idlib, que quedó parcialmente destruida."	1
"La situación en Côte d'Ivoire (véanse S/2002/30/Add.50; S/2003/40/Add.5, 17, 19, 29, 31, 45, 47 y 48; S/2004/20/Add.5, 8, 17, 21, 31, 44, 46 y 50; S/2005/15/Add.4, 12, 13, 16, 17, 21, 24, 26, 34, 40, 41, 47, 48 y 49; y S/2006/10/Add.2, 3, 5 y 7)"	0
"Debido a la falta de autoridad del Estado también se han creado grupos de autodefensa para proteger a las comunidades de los grupos armados, que a menudo se han convertido en una fuente de conflicto."	1
"En su 4183ª sesión, celebrada en privado el 3 de agosto de 2000, el Consejo de Seguridad examinó el tema titulado \"La situación relativa a la República Democrática del Congo\"."	0
"A tales efectos, el Consejo de Seguridad quizá desee considerar la posibilidad de adoptar estrictas medidas contra quienes intenten obstaculizar la aplicación de éstas y otras disposiciones fundamentales del Acuerdo de Pretoria, en especial mediante la imposición de las sanciones selectivas previstas con arreglo en la resolución 1572 (2004) del Consejo de Seguridad, de 15 de noviembre de 2004."	1
"Por el contrario, la situación de que se ocupaba el Grupo \"E2\" se describía así:"	0
"Los miembros también expresaron su determinación a seguir colaborando con el Gobierno para consolidar los adelantos logrados y asegurar un entorno estable para la gobernanza democrática, el crecimiento económico y la asistencia humanitaria. Asia"	0
"Al mismo tiempo, debemos reconocer que Timor-Leste aún enfrenta enormes desafíos en los ámbitos del desarrollo económico y del mejoramiento de las condiciones de vida de la población."	0
"El Comité desearía saber si Malasia cuenta con dispositivos de detección y vigilancia de la radiación en los puntos de entrada al país como los monitores de pórtico y los detectores de radiaciones."	0
"La Oficina funciona bien por lo general, aunque sus funcionarios expidieron un certificado a un exportador no autorizado."	0
"A. Fecha de la pérdida 208 - 213 54"	0
"Exhorta a todas las partes interesadas a que se aseguren de que en todos los procesos y acuerdos de paz y en toda la planificación para la recuperación y reconstrucción después de los conflictos se tengan en cuenta las necesidades especiales de las mujeres y los niños y se incluyan medidas concretas para la protección de los civiles, incluidas ... iii) la creación de condiciones conducentes al regreso voluntario, seguro, digno y sostenible de los refugiados y los desplazados internos ..."	0
"La comisión también observó que la República Popular Democrática de Corea había secuestrado, o hecho desparecer por la fuerza, a más de 200.000 personas de China, el Japón, la República de Corea y otros países, incluso después de que finalizara la Guerra de Corea."	1
"Prohibición de acceder al territorio"	0
"También hay importantes avances positivos. Cuando el conflicto armado concluyó en 1999, había una carencia prácticamente total de legislación y estructuras económicas."	1
"Como media, sólo 1 de cada 10 niños en edad escolar están matriculados en la escuela primaria."	0
"En 2009 y 2010 hubo varias incautaciones de grandes cantidades de armas de guerra en África Occidental (Malí, Nigeria y Senegal)."	1
"El 9 de abril de 2013, el Comité se reunió con representantes del Departamento de Asuntos Políticos, el Departamento de Operaciones de Mantenimiento de la Paz, el Equipo de Vigilancia, la Dirección Ejecutiva del Comité establecido en virtud de la resolución 1373 (2001) relativa a la lucha contra el terrorismo y el Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo."	0
"También facilitó fotografías de algunas piezas."	0
"Labor con los medios de comunicación y otros Estados miembros"	0
"Dinamarca, en su condición de actual miembro del Consejo de Seguridad, ha propuesto que el Comité establezca un mecanismo independiente de examen, en forma de un ombudsman, que podría aceptar peticiones directamente de las partes mencionadas en la lista que sostuviesen que habían sido incluidas en ella injustamente y que no pudiesen conseguir que se retirase su nombre."	0
"Además, se sabía que en varias ocasiones se habían producido violaciones del acordonamiento del lugar del crimen."	1
"El motivo fue la tensa atmósfera política en ese momento en particular: había gran desconfianza respecto del poder judicial del Líbano y se criticaba la forma en que se llevaba a cabo la investigación."	1
"Idlib :: El 6 de noviembre de 2014, unos aviones de combate del régimen sirio atacaron la localidad de Mouqa con un misil y mataron a cinco personas, entre ellos una niña y dos mujeres, y provocaron daños en edificios residenciales."	1
"El inventario de esos bienes no fungibles se lleva al costo inicial;"	0
"Cabe observar que ninguno de los dos movimientos planteaba sus argumentos desde un punto de vista tribal, sino que más bien hablaban en nombre de todos los darfurianos, y dirigían sus ataques principalmente contra los establecimientos gubernamentales."	1
"Los agentes orientales de la UIR se vieron obligados a refugiarse en el edificio de la Administración del Distrito. El edificio fue rodeado por la muchedumbre, que iba armada de cuchillos, palos, machetes y piedras, y que empezó a proferir amenazas de muerte contra los agentes."	1
"La nota conceptual comienza recordando los 15 años de actividad del Consejo de Seguridad en relación con la cuestión de los efectos en la paz y la seguridad internacionales resultantes de la interacción del terrorismo y la delincuencia transfronteriza. Además, observa que el apoyo a esa actividad ha sido más intenso por lo que se refiere a determinadas iniciativas de gestión y solución de conflictos que ya figuran en el orden del día del Consejo."	0
"Esas personas pueden ser responsables, con arreglo a la doctrina de la asociación ilícita, de cometer durante los ataques los crímenes de guerra, de asesinato de civiles, destrucción de objetos de carácter civil y saqueo."	1
"A su juicio, \"una aldea es una zona pequeña que no puede dividirse fácilmente en secciones, por lo cual toda la aldea se convierte en blanco militar\"."	1
"Cuando corresponda, un vínculo más fuerte entre la reforma del sector de la seguridad y el levantamiento de un embargo de armas puede ofrecer un incentivo eficaz para el éxito de dicha reforma. Esto también es importante desde el punto de vista de la prevención de la recurrencia del conflicto en situaciones frágiles después de un conflicto."	0
"En cuanto a la situación en la frontera del Líbano con la República Árabe Siria, se siguen denunciando transferencias ilegales de armas, presuntamente en ambas direcciones. Varios Estados Miembros han seguido expresando su profunda preocupación por la transferencia ilegal de armas a través de las fronteras terrestres."	1
"No se ha calculado el número exacto de aldeas incendiadas y destruidas, pero varias fuentes han estimado la magnitud de la destrucción a partir de relaciones verbales, inspecciones y otras pruebas."	1
"El LRA lleva a cabo una insurgencia prolongada y particularmente violenta en el norte de Uganda, que ha provocado la muerte, el secuestro y el desplazamiento de miles de civiles inocentes en Uganda, el Sudán y la República Democrática del Congo."	1
"i) Con respecto a las restricciones de viaje, cuando el Comité determine que el viaje se justifica por razones humanitarias, incluidas obligaciones religiosas, o llegue a la conclusión de que una exención promovería de algún otro modo los objetivos de la presente resolución;"	1
"Algunas personas habían estado detenidas más de 11 meses sin que se hubiera formulado una acusación contra ellas, sin tener acceso a un abogado o sin poder comunicarse con su familia."	1
"Seriamente preocupado, a este respecto, por los recientes ejemplos de atentados contra el personal de las Naciones Unidas perpetrados por grupos terroristas, incluidos los que se benefician de la delincuencia organizada transnacional,"	1
"- El 27 de noviembre de 2014, las fuerzas del régimen sirio mataron a Salah Iyash (Abu Mohammad), conductor de ambulancia, en Zebdin, en Ghouta oriental, cuando se dirigía a asistir a los heridos."	1
"Si bien puede resultar poco práctico autorizar a todos los contingentes a llevar a cabo operaciones ofensivas específicas para neutralizar a los grupos armados, se requieren medidas urgentes para que las brigadas marco contribuyan de forma más activa a las actividades de neutralización de los grupos armados y protección de los civiles."	1
"Los que se entregaron o regresaron a Kailek fueron recluidos contra su voluntad en un pequeño espacio a la intemperie durante largo tiempo (posiblemente más de 50 días)."	1
"Reclamación reclasificada a pérdida de bienes materiales, material y efectivo."	0
":: El 18 de noviembre de 2014, unos helicópteros del régimen lanzaron dos bombas de barril sobre Maar Shmarien y provocaron la muerte de seis civiles, de los cuales cuatro eran niños y dos eran mujeres."	1
"El Consejo de Seguridad exhorta además al Gobierno de la República Democrática del Congo a que siga aplicando su plan de acción para prevenir y poner fin al reclutamiento y la utilización de niños, así como para prevenir y poner fin a todos los actos de violencia sexual contra los niños por las FARDC."	1
"En el pasado, era común que las autoridades enviaran a familias enteras a los campos de presos políticos por delitos políticos cometidos por parientes próximos (incluidos los antepasados hasta la tercera generación) sobre la base del principio de culpabilidad por asociación."	1
"Se ha desplegado el 72% del personal de policía previsto (son mujeres el 5% de ese personal)."	1
"1. Por un funcionario que se haya valido de su puesto oficial;"	0
"a) Proveedores de servicios financieros o servicios auxiliares;"	0
"2) El infractor será castigado con pena de prisión de 8 a 15 años de duración, junto con el decomiso de bienes si el tribunal lo considera adecuado, o con una condena de carácter excepcional, si con el acto descrito en el párrafo 1 causare lesiones graves."	1
"La porosidad de las fronteras sigue dificultando un control eficaz, y hay que avanzar en desarrollar enfoques regionales y mejores prácticas (por ejemplo, en la actividad policial en las comunidades) para subsanar estos problemas."	0
"Para los fondos fiduciarios de donantes múltiples, el organismo de las Naciones Unidas establece un agente administrativo mediante un memorando de entendimiento. El agente administrativo actúa como contacto administrativo directo con los donantes, recibe los fondos de éstos y los administra y transfiere al organismo participante de las Naciones Unidas que, a su vez, tiene obligación de rendir de cuentas por las finanzas y los programas."	0
"También es importante reconocer que más de la mitad de los refugiados y desplazados internos no viven en campamentos. Por lo tanto, en el debate también se abordarán las funciones de liderazgo de las mujeres fuera de los campamentos, donde llegar a los refugiados y los desplazados y prestarles servicios plantean problemas adicionales."	0
"c) Berty contra medoub (africanos contra africanos);"	0
"El informe abarca el período comprendido entre el 24 de marzo y el 23 de septiembre de 1999."	0
"Observando con profunda preocupación el número cada vez mayor de víctimas, entre ellas niños, como consecuencia de actos de terrorismo motivados por la intolerancia o el extremismo en varias regiones del mundo,"	1
"La reanudación de la tala industrial procederá con arreglo a los requisitos establecidos en la Ley forestal reformada de 2006."	0
"Actuando en virtud del Capítulo VII de la Carta de las Naciones Unidas,"	0
":: El 5 de noviembre de 2014, las fuerzas del régimen atacaron la escuela primaria de Hazrma en Damasco Rural; resultó herido un niño."	1
"Los estratos de los testigos de coral podría servir para identificar los hidrocarburos de petróleo, y los estratos se pueden fechar utilizando los anillos de crecimiento de los corales."	0
"El 14 de abril de 2012, el Consejo de Seguridad aprobó la resolución 2042 (2012), en la que tomó nota de que el Gobierno de Siria se había comprometido a aplicar la propuesta de seis puntos del Enviado Especial de las Naciones Unidas, Sr. Kofi Annan; pidió que se cumplieran de manera urgente, general e inmediata todos los elementos de la propuesta; exhortó a todas las partes sirias, incluida la oposición, a que pusieran fin de inmediato a toda la violencia armada en todas sus formas; y expresó su intención de establecer inmediatamente, tras la celebración de consultas entre el Secretario General y el Gobierno de Siria, una misión de supervisión de las Naciones Unidas en Siria para vigilar el cese de la violencia armada en todas sus formas y por todas las partes."	0
"Se prevé que la Misión pondrá término a sus actividades en un período de seis meses."	0
"En muy pocos casos también se denunciaron actos de saqueo por los rebeldes durante ataques a aldeas, en particular en Darfur occidental."	1
"El pago vencía tres meses después de la fecha de envío."	0
"Más adelante se detallan esas medidas."	0
"4. Otras pérdidas: 14.359.998 dólares de los EE.UU. a) Pérdida de expedientes de alumnos: 14.359.998 dólares de los EE.UU."	0
"Los testigos no pudieron establecer claramente quién había disparado contra los manifestantes: las fuerzas paralelas, la policía o la gendarmería."	1
"África oriental ha sido víctima del terrorismo en el pasado y la amenaza del terrorismo en la región es alta, debido a la persistente inestabilidad política."	1
"Asociación ilícita para la comisión de crímenes internacionales"	1
"- El 12 de diciembre de 2014, 200 efectivos de las fuerzas de régimen rodearon el barrio de Fayd situado en la ciudad de Jabla y prohibieron todas las entradas y salidas."	1
"Que se celebrará el lunes 27 de octubre de 2014, a las 10.00 horas"	0
"Decide que todos los Estados Miembros deberán congelar sin demora todos los fondos, otros activos financieros y recursos económicos que se encuentren en su territorio y que sean de propiedad o estén bajo el control, directo o indirecto, de las personas o entidades incluidas en [el anexo de la resolución en que se imponen las sanciones] o [designadas por el Comité de Sanciones y ordenen, controlen o dirijan de alguna otra forma la comisión de violaciones graves de los derechos humanos contra personas en [el Estado afectado] o sean cómplices en su comisión, en particular si han planeado, comandado, ordenado, o ejecutado ataques, incluidos bombardeos aéreos, contra la población e instalaciones civiles, en violación del derecho internacional, o han sido cómplices en la comisión de dichos actos; o de personas o entidades que actúen en su nombre o bajo su dirección, o de entidades que sean de propiedad o estén bajo el control de ellas] y decide también que todos los Estados Miembros se cercioren de que sus nacionales u otras personas o entidades que se encuentran en sus territorios no pongan fondos, activos financieros ni recursos económicos a disposición de las personas o entidades incluidas en [el anexo de la resolución en que se imponen sanciones] o de personas designadas por el Comité, o en su beneficio."	1
"Estas cifras no tienen en cuenta la probable participación de grupos o individuos incluidos en la Lista en atentados reivindicados por grupos no incluidos en la Lista, como Tehrik-e-Taliban en el Pakistánd o Al-Shabaab en Somaliae."	1
"Sin embargo, cabe observar que si bien oficialmente el ejército debía mantenerse como un \"tercer estrato\", con un papel predominantemente defensivo, después de la policía y la gendarmería, se informó ampliamente de que se habían movilizado helicópteros, así como también otras unidades, tales como la infantería de marina."	1
"La Comisión también verificó otros muchos incidentes de ataques contra civiles, basándose en la información y las pruebas recibidas en el curso de sus tareas."	1
"En muchas de esas provincias pasan del 30% las escuelas primarias en que hay dos o más turnos diarios."	0
"Diversos Estados de la región de África destacaron su determinación de asegurar que se adoptaran medidas con el fin de proteger a la población de los actos terroristas en el marco de la legislación y de conformidad con las obligaciones que les impone el derecho internacional."	0
"Sin embargo, no se trata de una tarea fácil, entre otras cosas porque los organismos nacionales implicados tradicionalmente en la lucha contra el terrorismo (como la policía, los servicios de inmigración y aduanas y los servicios de inteligencia) no son necesariamente los organismos responsables de las políticas encaminadas a contrarrestar el atractivo de las ideologías extremistas y basadas en el odio."	1
"Al-Qaida en el Iraq dispone de fondos considerables y otros grupos han podido recaudar dinero cometiendo delitos o recibiendo donaciones."	1
":: El 29 de noviembre de 2014, unos aviones de combate del régimen lanzaron 2 misiles contra la mezquita de Nawawi en la ciudad de Ar-Raqqa, y mataron a 11 personas, entre ellas un niño, e hirieron a otras 16."	1
"Resulta claro que los terroristas usarán las armas más fiables y eficaces que puedan obtener."	1
"Uno de los participantes afirmó que era hora de que el objetivo de la prevención dejase de ser una mera cuestión retórica."	0
"Estas células están emergiendo como la principal amenaza planteada por el terrorismo de Al-Qaida en la actualidad."	1
"Cinco Estados han adoptado medidas parciales para impedir que se recurra indebidamente al procedimiento de asilo, y dos han implantado plenamente los controles necesarios."	0
"1. Lingotes o barras que tengan un tamaño de 100 mm o más en cada dimensión;"	0
"Las redes terroristas forjadas en los conflictos de hoy podrían suponer una amenaza futura que puede durar decenios."	1
"La Operación también prestará apoyo logístico al redespliegue de la policía nacional hacia el norte del país, como parte de un plan de seguridad acordado e integral para el proceso electoral elaborado por las autoridades de Côte d'Ivoire, con la asistencia de la ONUCI y la fuerza Licorne."	0
"7. La situación en el Oriente Medio (18 de julio de 1960; 2 de junio de 2008)."	0
"El Consejo de Seguridad ha confirmado que las sanciones financieras también se aplican a la prestación de servicios de alojamiento de contenidos y servicios conexos en Internet, pero los terroristas y los grupos terroristas pueden utilizar ampliamente los servicios de Internet."	1
"Resolución núm. 444-08, del 10 de septiembre de 2008"	0
"78. Las fuerzas armadas del Sudán son unas fuerzas armadas convencionales encargadas de proteger y mantener la seguridad interna."	0
"Los responsables de actos terroristas han sido arrestados y a continuación llevados ante la justicia en varias jurisdicciones."	1
"Importaciones de arroz de enero a septiembre de 2005"	0
"4. Decide seguir ocupándose de la cuestión."	0
"El Subsecretario General de Derechos Humanos informó al Consejo de que los grupos armados seguían sembrando el terror entre la población de las zonas que se hallaban bajo su control, cometiendo matanzas, secuestros, torturas, maltratos y otros abusos graves contra los derechos humanos, incluida la destrucción de viviendas y la confiscación de propiedades, y de que habían continuado las denuncias de violaciones de los derechos humanos por algunos batallones de voluntarios que estaban bajo el control del Gobierno."	1
"Se ha informado de que cada vez es más normal que los secuestradores sometan a los secuestrados a tortura, violación y otras formas de malos tratos."	1
"Apartados a), b) y c) del párrafo 3 Apartados d) y e) del párrafo 3"	0
"7. Subraya la importancia de asegurar que el Comité siga funcionando eficazmente durante la incorporación de la estructura de apoyo del Comité en la Dirección Ejecutiva del Comité contra el Terrorismo y en tal sentido decide que el Comité siga funcionando con su actual estructura de apoyo hasta que, en consulta con el Secretario General, decida que su Dirección Ejecutiva está en condiciones de funcionar;"	0
"Domicilio: Unit Level 10 (B1), Main Office Tower, Financial Park Labuan, Jalan Merdeka, 87000 WP Labuan, Malasia; Número de Registro Empresarial LL06889 (Malasia)"	0
"Ya es hora de que la comunidad internacional tome medidas efectivas para proteger y hacer cumplir los derechos más elementales del pueblo palestino y ayudar a poner fin al ciclo vicioso de violencia ocasionado por la ocupación ilícita persistente y continuada de territorios palestinos por Israel."	0
"Se abre la sesión a las 15.15 horas."	0
"Los trabajadores encargados de la asistencia humanitaria fueron acosados y agredidos frecuentemente en incidentes de bandidaje."	1
"La Comisión constata que los delitos de violencia sexual cometidos en Darfur pueden considerarse violaciones, crímenes de lesa humanidad o esclavitud sexual, crimen de lesa humanidad."	1
"Todas las pruebas disponibles indican que los disparos iniciales de la mañana del día 25 de marzo que fueron la chispa que desencadenó el resto de los acontecimientos fueron el resultado de una acción coordinada de las fuerzas de seguridad, que provocó la muerte de más de 100 civiles."	1
"La Misión adquirió equipo especializado (ambulancias blindadas, vehículos con protección antiminas y equipo médico); capacitó a 3.063 efectivos en la prevención y mitigación de los efectos de ataques con artefactos explosivos improvisados y a 1.481 efectivos en primeros auxilios, presentó las actividades de orientación para las dos compañías de la Misión encargadas de la eliminación de municiones explosivas con escasa experiencia en entornos asimétricos y creó la capacidad al respecto (tres equipos de identificación de armas ya están en funcionamiento)."	1
"La aplicación de medidas de autoprotección, en particular el despliegue de personal privado de protección armada a bordo de buques y los destacamentos de protección de buques, junto con un mayor conocimiento de la situación, la capacitación y las maniobras evasivas y el empleo de rutas marítimas seguras por los buques comerciales también pueden haber desalentado los ataques de los piratas contra los barcos."	0
"Que se celebrará el miércoles 23 de abril de 2008, a las 10.00 horas"	0
